Domain Code,Domain,Country Code,Country,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
FBS,Food Balance Sheets,55,Dominica,664,Food supply (kcal/capita/day),2767,"Molluscs, Other",2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,55,Dominica,664,Food supply (kcal/capita/day),2767,"Molluscs, Other",2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,55,Dominica,674,Protein supply quantity (g/capita/day),2767,"Molluscs, Other",2012,2012,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,55,Dominica,674,Protein supply quantity (g/capita/day),2767,"Molluscs, Other",2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,55,Dominica,684,Fat supply quantity (g/capita/day),2767,"Molluscs, Other",2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,55,Dominica,684,Fat supply quantity (g/capita/day),2767,"Molluscs, Other",2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,664,Food supply (kcal/capita/day),2762,Demersal Fish,2012,2012,kcal/capita/day,5,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,664,Food supply (kcal/capita/day),2762,Demersal Fish,2013,2013,kcal/capita/day,5,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,674,Protein supply quantity (g/capita/day),2762,Demersal Fish,2012,2012,g/capita/day,0.97,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,674,Protein supply quantity (g/capita/day),2762,Demersal Fish,2013,2013,g/capita/day,0.96,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,684,Fat supply quantity (g/capita/day),2762,Demersal Fish,2012,2012,g/capita/day,0.06,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,684,Fat supply quantity (g/capita/day),2762,Demersal Fish,2013,2013,g/capita/day,0.06,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,664,Food supply (kcal/capita/day),2763,Pelagic Fish,2012,2012,kcal/capita/day,8,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,664,Food supply (kcal/capita/day),2763,Pelagic Fish,2013,2013,kcal/capita/day,7,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,674,Protein supply quantity (g/capita/day),2763,Pelagic Fish,2012,2012,g/capita/day,0.92,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,674,Protein supply quantity (g/capita/day),2763,Pelagic Fish,2013,2013,g/capita/day,0.91,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,684,Fat supply quantity (g/capita/day),2763,Pelagic Fish,2012,2012,g/capita/day,0.38,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,684,Fat supply quantity (g/capita/day),2763,Pelagic Fish,2013,2013,g/capita/day,0.38,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,664,Food supply (kcal/capita/day),2764,"Marine Fish, Other",2012,2012,kcal/capita/day,1,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,664,Food supply (kcal/capita/day),2764,"Marine Fish, Other",2013,2013,kcal/capita/day,1,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,674,Protein supply quantity (g/capita/day),2764,"Marine Fish, Other",2012,2012,g/capita/day,0.11,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,674,Protein supply quantity (g/capita/day),2764,"Marine Fish, Other",2013,2013,g/capita/day,0.11,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,684,Fat supply quantity (g/capita/day),2764,"Marine Fish, Other",2012,2012,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,684,Fat supply quantity (g/capita/day),2764,"Marine Fish, Other",2013,2013,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,664,Food supply (kcal/capita/day),2765,Crustaceans,2012,2012,kcal/capita/day,1,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,664,Food supply (kcal/capita/day),2765,Crustaceans,2013,2013,kcal/capita/day,1,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,674,Protein supply quantity (g/capita/day),2765,Crustaceans,2012,2012,g/capita/day,0.16,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,674,Protein supply quantity (g/capita/day),2765,Crustaceans,2013,2013,g/capita/day,0.16,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,684,Fat supply quantity (g/capita/day),2765,Crustaceans,2012,2012,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,684,Fat supply quantity (g/capita/day),2765,Crustaceans,2013,2013,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,664,Food supply (kcal/capita/day),2766,Cephalopods,2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,664,Food supply (kcal/capita/day),2766,Cephalopods,2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,674,Protein supply quantity (g/capita/day),2766,Cephalopods,2012,2012,g/capita/day,0.04,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,674,Protein supply quantity (g/capita/day),2766,Cephalopods,2013,2013,g/capita/day,0.04,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,684,Fat supply quantity (g/capita/day),2766,Cephalopods,2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,684,Fat supply quantity (g/capita/day),2766,Cephalopods,2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,664,Food supply (kcal/capita/day),2767,"Molluscs, Other",2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,664,Food supply (kcal/capita/day),2767,"Molluscs, Other",2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,674,Protein supply quantity (g/capita/day),2767,"Molluscs, Other",2012,2012,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,674,Protein supply quantity (g/capita/day),2767,"Molluscs, Other",2013,2013,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,684,Fat supply quantity (g/capita/day),2767,"Molluscs, Other",2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,56,Dominican Republic,684,Fat supply quantity (g/capita/day),2767,"Molluscs, Other",2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,664,Food supply (kcal/capita/day),2762,Demersal Fish,2012,2012,kcal/capita/day,11,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,664,Food supply (kcal/capita/day),2762,Demersal Fish,2013,2013,kcal/capita/day,11,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,674,Protein supply quantity (g/capita/day),2762,Demersal Fish,2012,2012,g/capita/day,2.16,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,674,Protein supply quantity (g/capita/day),2762,Demersal Fish,2013,2013,g/capita/day,2.14,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,684,Fat supply quantity (g/capita/day),2762,Demersal Fish,2012,2012,g/capita/day,0.15,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,684,Fat supply quantity (g/capita/day),2762,Demersal Fish,2013,2013,g/capita/day,0.15,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,664,Food supply (kcal/capita/day),2763,Pelagic Fish,2012,2012,kcal/capita/day,42,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,664,Food supply (kcal/capita/day),2763,Pelagic Fish,2013,2013,kcal/capita/day,42,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,674,Protein supply quantity (g/capita/day),2763,Pelagic Fish,2012,2012,g/capita/day,5.77,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,674,Protein supply quantity (g/capita/day),2763,Pelagic Fish,2013,2013,g/capita/day,5.71,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,684,Fat supply quantity (g/capita/day),2763,Pelagic Fish,2012,2012,g/capita/day,1.9,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,684,Fat supply quantity (g/capita/day),2763,Pelagic Fish,2013,2013,g/capita/day,1.88,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,664,Food supply (kcal/capita/day),2764,"Marine Fish, Other",2012,2012,kcal/capita/day,5,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,664,Food supply (kcal/capita/day),2764,"Marine Fish, Other",2013,2013,kcal/capita/day,5,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,674,Protein supply quantity (g/capita/day),2764,"Marine Fish, Other",2012,2012,g/capita/day,0.95,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,674,Protein supply quantity (g/capita/day),2764,"Marine Fish, Other",2013,2013,g/capita/day,0.94,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,684,Fat supply quantity (g/capita/day),2764,"Marine Fish, Other",2012,2012,g/capita/day,0.11,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,684,Fat supply quantity (g/capita/day),2764,"Marine Fish, Other",2013,2013,g/capita/day,0.11,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,664,Food supply (kcal/capita/day),2765,Crustaceans,2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,664,Food supply (kcal/capita/day),2765,Crustaceans,2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,674,Protein supply quantity (g/capita/day),2765,Crustaceans,2012,2012,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,674,Protein supply quantity (g/capita/day),2765,Crustaceans,2013,2013,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,684,Fat supply quantity (g/capita/day),2765,Crustaceans,2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,684,Fat supply quantity (g/capita/day),2765,Crustaceans,2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,664,Food supply (kcal/capita/day),2766,Cephalopods,2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,664,Food supply (kcal/capita/day),2766,Cephalopods,2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,674,Protein supply quantity (g/capita/day),2766,Cephalopods,2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,674,Protein supply quantity (g/capita/day),2766,Cephalopods,2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,684,Fat supply quantity (g/capita/day),2766,Cephalopods,2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,684,Fat supply quantity (g/capita/day),2766,Cephalopods,2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,664,Food supply (kcal/capita/day),2767,"Molluscs, Other",2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,664,Food supply (kcal/capita/day),2767,"Molluscs, Other",2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,674,Protein supply quantity (g/capita/day),2767,"Molluscs, Other",2012,2012,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,674,Protein supply quantity (g/capita/day),2767,"Molluscs, Other",2013,2013,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,684,Fat supply quantity (g/capita/day),2767,"Molluscs, Other",2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,86,Grenada,684,Fat supply quantity (g/capita/day),2767,"Molluscs, Other",2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,664,Food supply (kcal/capita/day),2762,Demersal Fish,2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,664,Food supply (kcal/capita/day),2762,Demersal Fish,2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,674,Protein supply quantity (g/capita/day),2762,Demersal Fish,2012,2012,g/capita/day,0.1,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,674,Protein supply quantity (g/capita/day),2762,Demersal Fish,2013,2013,g/capita/day,0.1,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,684,Fat supply quantity (g/capita/day),2762,Demersal Fish,2012,2012,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,684,Fat supply quantity (g/capita/day),2762,Demersal Fish,2013,2013,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,664,Food supply (kcal/capita/day),2763,Pelagic Fish,2012,2012,kcal/capita/day,5,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,664,Food supply (kcal/capita/day),2763,Pelagic Fish,2013,2013,kcal/capita/day,5,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,674,Protein supply quantity (g/capita/day),2763,Pelagic Fish,2012,2012,g/capita/day,0.73,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,674,Protein supply quantity (g/capita/day),2763,Pelagic Fish,2013,2013,g/capita/day,0.72,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,684,Fat supply quantity (g/capita/day),2763,Pelagic Fish,2012,2012,g/capita/day,0.2,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,684,Fat supply quantity (g/capita/day),2763,Pelagic Fish,2013,2013,g/capita/day,0.2,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,664,Food supply (kcal/capita/day),2764,"Marine Fish, Other",2012,2012,kcal/capita/day,3,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,664,Food supply (kcal/capita/day),2764,"Marine Fish, Other",2013,2013,kcal/capita/day,3,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,674,Protein supply quantity (g/capita/day),2764,"Marine Fish, Other",2012,2012,g/capita/day,0.47,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,674,Protein supply quantity (g/capita/day),2764,"Marine Fish, Other",2013,2013,g/capita/day,0.46,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,684,Fat supply quantity (g/capita/day),2764,"Marine Fish, Other",2012,2012,g/capita/day,0.11,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,684,Fat supply quantity (g/capita/day),2764,"Marine Fish, Other",2013,2013,g/capita/day,0.1,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,664,Food supply (kcal/capita/day),2765,Crustaceans,2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,664,Food supply (kcal/capita/day),2765,Crustaceans,2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,674,Protein supply quantity (g/capita/day),2765,Crustaceans,2012,2012,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,674,Protein supply quantity (g/capita/day),2765,Crustaceans,2013,2013,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,684,Fat supply quantity (g/capita/day),2765,Crustaceans,2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,684,Fat supply quantity (g/capita/day),2765,Crustaceans,2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,664,Food supply (kcal/capita/day),2766,Cephalopods,2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,664,Food supply (kcal/capita/day),2766,Cephalopods,2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,674,Protein supply quantity (g/capita/day),2766,Cephalopods,2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,674,Protein supply quantity (g/capita/day),2766,Cephalopods,2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,684,Fat supply quantity (g/capita/day),2766,Cephalopods,2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,684,Fat supply quantity (g/capita/day),2766,Cephalopods,2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,664,Food supply (kcal/capita/day),2767,"Molluscs, Other",2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,664,Food supply (kcal/capita/day),2767,"Molluscs, Other",2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,674,Protein supply quantity (g/capita/day),2767,"Molluscs, Other",2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,674,Protein supply quantity (g/capita/day),2767,"Molluscs, Other",2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,684,Fat supply quantity (g/capita/day),2767,"Molluscs, Other",2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,93,Haiti,684,Fat supply quantity (g/capita/day),2767,"Molluscs, Other",2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,664,Food supply (kcal/capita/day),2762,Demersal Fish,2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,664,Food supply (kcal/capita/day),2762,Demersal Fish,2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,674,Protein supply quantity (g/capita/day),2762,Demersal Fish,2012,2012,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,674,Protein supply quantity (g/capita/day),2762,Demersal Fish,2013,2013,g/capita/day,0.02,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,684,Fat supply quantity (g/capita/day),2762,Demersal Fish,2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,684,Fat supply quantity (g/capita/day),2762,Demersal Fish,2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,664,Food supply (kcal/capita/day),2763,Pelagic Fish,2012,2012,kcal/capita/day,21,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,664,Food supply (kcal/capita/day),2763,Pelagic Fish,2013,2013,kcal/capita/day,21,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,674,Protein supply quantity (g/capita/day),2763,Pelagic Fish,2012,2012,g/capita/day,2.49,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,674,Protein supply quantity (g/capita/day),2763,Pelagic Fish,2013,2013,g/capita/day,2.48,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,684,Fat supply quantity (g/capita/day),2763,Pelagic Fish,2012,2012,g/capita/day,1.15,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,684,Fat supply quantity (g/capita/day),2763,Pelagic Fish,2013,2013,g/capita/day,1.14,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,664,Food supply (kcal/capita/day),2764,"Marine Fish, Other",2012,2012,kcal/capita/day,22,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,664,Food supply (kcal/capita/day),2764,"Marine Fish, Other",2013,2013,kcal/capita/day,22,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,674,Protein supply quantity (g/capita/day),2764,"Marine Fish, Other",2012,2012,g/capita/day,3.81,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,674,Protein supply quantity (g/capita/day),2764,"Marine Fish, Other",2013,2013,g/capita/day,3.79,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,684,Fat supply quantity (g/capita/day),2764,"Marine Fish, Other",2012,2012,g/capita/day,0.62,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,684,Fat supply quantity (g/capita/day),2764,"Marine Fish, Other",2013,2013,g/capita/day,0.62,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,664,Food supply (kcal/capita/day),2765,Crustaceans,2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,664,Food supply (kcal/capita/day),2765,Crustaceans,2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,674,Protein supply quantity (g/capita/day),2765,Crustaceans,2012,2012,g/capita/day,0.08,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,674,Protein supply quantity (g/capita/day),2765,Crustaceans,2013,2013,g/capita/day,0.08,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,684,Fat supply quantity (g/capita/day),2765,Crustaceans,2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,684,Fat supply quantity (g/capita/day),2765,Crustaceans,2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,664,Food supply (kcal/capita/day),2766,Cephalopods,2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,664,Food supply (kcal/capita/day),2766,Cephalopods,2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,674,Protein supply quantity (g/capita/day),2766,Cephalopods,2012,2012,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,674,Protein supply quantity (g/capita/day),2766,Cephalopods,2013,2013,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,684,Fat supply quantity (g/capita/day),2766,Cephalopods,2012,2012,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,684,Fat supply quantity (g/capita/day),2766,Cephalopods,2013,2013,g/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,664,Food supply (kcal/capita/day),2767,"Molluscs, Other",2012,2012,kcal/capita/day,1,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,664,Food supply (kcal/capita/day),2767,"Molluscs, Other",2013,2013,kcal/capita/day,1,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,674,Protein supply quantity (g/capita/day),2767,"Molluscs, Other",2012,2012,g/capita/day,0.09,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,674,Protein supply quantity (g/capita/day),2767,"Molluscs, Other",2013,2013,g/capita/day,0.09,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,684,Fat supply quantity (g/capita/day),2767,"Molluscs, Other",2012,2012,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,109,Jamaica,684,Fat supply quantity (g/capita/day),2767,"Molluscs, Other",2013,2013,g/capita/day,0.01,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,664,Food supply (kcal/capita/day),2762,Demersal Fish,2012,2012,kcal/capita/day,5,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,664,Food supply (kcal/capita/day),2762,Demersal Fish,2013,2013,kcal/capita/day,5,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,674,Protein supply quantity (g/capita/day),2762,Demersal Fish,2012,2012,g/capita/day,1.07,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,674,Protein supply quantity (g/capita/day),2762,Demersal Fish,2013,2013,g/capita/day,1.07,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,684,Fat supply quantity (g/capita/day),2762,Demersal Fish,2012,2012,g/capita/day,0.09,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,684,Fat supply quantity (g/capita/day),2762,Demersal Fish,2013,2013,g/capita/day,0.09,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,664,Food supply (kcal/capita/day),2763,Pelagic Fish,2012,2012,kcal/capita/day,17,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,664,Food supply (kcal/capita/day),2763,Pelagic Fish,2013,2013,kcal/capita/day,17,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,674,Protein supply quantity (g/capita/day),2763,Pelagic Fish,2012,2012,g/capita/day,2,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,674,Protein supply quantity (g/capita/day),2763,Pelagic Fish,2013,2013,g/capita/day,2,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,684,Fat supply quantity (g/capita/day),2763,Pelagic Fish,2012,2012,g/capita/day,0.86,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,684,Fat supply quantity (g/capita/day),2763,Pelagic Fish,2013,2013,g/capita/day,0.86,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,664,Food supply (kcal/capita/day),2764,"Marine Fish, Other",2012,2012,kcal/capita/day,29,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,664,Food supply (kcal/capita/day),2764,"Marine Fish, Other",2013,2013,kcal/capita/day,29,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,674,Protein supply quantity (g/capita/day),2764,"Marine Fish, Other",2012,2012,g/capita/day,5.1,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,674,Protein supply quantity (g/capita/day),2764,"Marine Fish, Other",2013,2013,g/capita/day,5.1,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,684,Fat supply quantity (g/capita/day),2764,"Marine Fish, Other",2012,2012,g/capita/day,0.82,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,684,Fat supply quantity (g/capita/day),2764,"Marine Fish, Other",2013,2013,g/capita/day,0.82,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,664,Food supply (kcal/capita/day),2765,Crustaceans,2012,2012,kcal/capita/day,3,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,664,Food supply (kcal/capita/day),2765,Crustaceans,2013,2013,kcal/capita/day,3,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,674,Protein supply quantity (g/capita/day),2765,Crustaceans,2012,2012,g/capita/day,0.53,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,674,Protein supply quantity (g/capita/day),2765,Crustaceans,2013,2013,g/capita/day,0.53,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,684,Fat supply quantity (g/capita/day),2765,Crustaceans,2012,2012,g/capita/day,0.03,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,684,Fat supply quantity (g/capita/day),2765,Crustaceans,2013,2013,g/capita/day,0.03,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,664,Food supply (kcal/capita/day),2766,Cephalopods,2012,2012,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,664,Food supply (kcal/capita/day),2766,Cephalopods,2013,2013,kcal/capita/day,0,Fc,Calculated data
FBS,Food Balance Sheets,188,Saint Kitts and Nevis,674,Protein supply quantity (g/capita/day),2766,Cephalopods,2012,2012,g/capita/day,0.01,Fc,Calculated data
