"","Country","Commodity","Flow","Unit","X","Year","Quantity"," F"
"3548","Saint Kitts and Nevis","Fish meat,whether or not minced, fresh,chilled,frozen, nei","Imports","Tonnes","","2014","-",NA
"3549","Saint Kitts and Nevis","Fish minced (=surimi), frozen","Imports","Tonnes","","2014","0",""
"3550","Saint Kitts and Nevis","Fish minced nei, prepared or preserved","Imports","Tonnes","","2014","-",NA
"3551","Saint Kitts and Nevis","Fish nei, prepared or preserved, not minced","Imports","Tonnes","","2014","-",NA
"3552","Saint Kitts and Nevis","Fish nei, salted or in brine","Exports","Tonnes","","2014","-",NA
"3553","Saint Kitts and Nevis","Fish nei, salted or in brine","Imports","Tonnes","","2014","30",""
"3554","Saint Kitts and Nevis","Fish nei, smoked","Imports","Tonnes","","2014","0",""
"3555","Saint Kitts and Nevis","Fish, dried, salted or smoked","Exports","Tonnes","","2014","-",NA
"3556","Saint Kitts and Nevis","Fish, dried, salted or smoked","Imports","Tonnes","","2014","-",NA
"3557","Saint Kitts and Nevis","Fish, fresh or chilled, nei","Imports","Tonnes","","2014","0",""
"3558","Saint Kitts and Nevis","Fish, fresh, chilled or frozen","Exports","Tonnes","","2014","-",NA
"3559","Saint Kitts and Nevis","Fish, fresh, chilled or frozen","Imports","Tonnes","","2014","-",NA
"3560","Saint Kitts and Nevis","Fish, frozen, nei","Imports","Tonnes","","2014","5",""
"3561","Saint Kitts and Nevis","Fishmeal fit for human consumption, nei","Imports","Tonnes","","2014","-",NA
"3562","Saint Kitts and Nevis","Fishmeals, nei","Imports","Tonnes","","2014","-",NA
"3563","Saint Kitts and Nevis","Flatfish nei, frozen","Exports","Tonnes","","2014","-",NA
"3564","Saint Kitts and Nevis","Flatfish nei, frozen","Imports","Tonnes","","2014","-",NA
"3565","Saint Kitts and Nevis","Flatfish, fresh or chilled, nei","Exports","Tonnes","","2014","-",NA
"3566","Saint Kitts and Nevis","Flatfish, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"3567","Saint Kitts and Nevis","Flying fish, fillets, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3568","Saint Kitts and Nevis","Flyingfishes, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3569","Saint Kitts and Nevis","Flyingfishes, frozen","Imports","Tonnes","","2014","2",""
"3570","Saint Kitts and Nevis","Gadiformes nei, frozen","Imports","Tonnes","","2014","0",""
"3571","Saint Kitts and Nevis","Gadiformes, fillets, dried, salted or in brine, not smoked","Imports","Tonnes","","2014","4",""
"3572","Saint Kitts and Nevis","Gadiformes, fresh or chilled, nei","Imports","Tonnes","","2014","0",""
"3573","Saint Kitts and Nevis","Gadiformes, salted or in brine, nei","Imports","Tonnes","","2014","-",NA
"3574","Saint Kitts and Nevis","Haddock, fresh or chilled","Exports","Tonnes","","2014","-",NA
"3575","Saint Kitts and Nevis","Haddock, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3576","Saint Kitts and Nevis","Haddock, frozen","Exports","Tonnes","","2014","-",NA
"3577","Saint Kitts and Nevis","Haddock, frozen","Imports","Tonnes","","2014","-",NA
"3578","Saint Kitts and Nevis","Hake nei fillets, frozen","Imports","Tonnes","","2014","1",""
"3579","Saint Kitts and Nevis","Hake nei, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3580","Saint Kitts and Nevis","Hakes nei, frozen","Exports","Tonnes","","2014","-",NA
"3581","Saint Kitts and Nevis","Hakes nei, frozen","Imports","Tonnes","","2014","12",""
"3582","Saint Kitts and Nevis","Halibuts nei, frozen","Imports","Tonnes","","2014","-",NA
"3583","Saint Kitts and Nevis","Halibuts, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"3584","Saint Kitts and Nevis","Herring, salted or in brine","Imports","Tonnes","","2014","0",""
"3585","Saint Kitts and Nevis","Herrings nei, frozen","Imports","Tonnes","","2014","...",NA
"3586","Saint Kitts and Nevis","Herrings nei, smoked","Imports","Tonnes","","2014","2",""
"3587","Saint Kitts and Nevis","Herrings prepared or preserved, not minced, nei","Imports","Tonnes","","2014","...",NA
"3588","Saint Kitts and Nevis","Livers, roes, milt, dried, salted or in brine, nei","Imports","Tonnes","","2014","-",NA
"3589","Saint Kitts and Nevis","Livers, roes, milt, frozen","Imports","Tonnes","","2014","-",NA
"3590","Saint Kitts and Nevis","Mackerel prepared or preserved, not minced, nei","Exports","Tonnes","","2014","1",""
"3591","Saint Kitts and Nevis","Mackerel prepared or preserved, not minced, nei","Imports","Tonnes","","2014","9",""
"3592","Saint Kitts and Nevis","Mackerel prepared or preserved, not minced, nei","Reexports","Tonnes","","2014","-",NA
"3593","Saint Kitts and Nevis","Mackerel, dried, whether or not salted, but not smoked","Exports","Tonnes","","2014","-",NA
"3594","Saint Kitts and Nevis","Mackerel, dried, whether or not salted, but not smoked","Imports","Tonnes","","2014","-",NA
"3595","Saint Kitts and Nevis","Mackerels nei, frozen","Imports","Tonnes","","2014","1",""
"3596","Saint Kitts and Nevis","Mackerels nei, salted or in brine","Imports","Tonnes","","2014","0",""
"3597","Saint Kitts and Nevis","Mackerels, nei, fresh or chilled","Exports","Tonnes","","2014","-",NA
"3598","Saint Kitts and Nevis","Mackerels, nei, fresh or chilled","Imports","Tonnes","","2014","2",""
"3599","Saint Kitts and Nevis","Mackerels, smoked","Imports","Tonnes","","2014","-",NA
"3600","Saint Kitts and Nevis","Marine fish nei, minced, prepared or preserved","Imports","Tonnes","","2014","0",""
"3601","Saint Kitts and Nevis","Marine fish nei, prepared or preserved, not minced","Exports","Tonnes","","2014","-",NA
"3602","Saint Kitts and Nevis","Marine fish nei, prepared or preserved, not minced","Imports","Tonnes","","2014","-",NA
"3603","Saint Kitts and Nevis","Marine fish nei, smoked","Exports","Tonnes","","2014","-",NA
"3604","Saint Kitts and Nevis","Marine fish nei, smoked","Imports","Tonnes","","2014","-",NA
"3605","Saint Kitts and Nevis","Marine fish, fresh or chilled, nei","Exports","Tonnes","","2014","-",NA
"3606","Saint Kitts and Nevis","Marine fish, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"3607","Saint Kitts and Nevis","Marine fish, frozen, nei","Exports","Tonnes","","2014","-",NA
"3608","Saint Kitts and Nevis","Marine fish, frozen, nei","Imports","Tonnes","","2014","34",""
"3609","Saint Kitts and Nevis","Marine fish, frozen, nei","Reexports","Tonnes","","2014","-",NA
"3610","Saint Kitts and Nevis","Marine mammal oils, nei","Imports","Tonnes","","2014","-",NA
"3611","Saint Kitts and Nevis","Miscellaneous demersal fish, nei, frozen","Imports","Tonnes","","2014","1",""
"3612","Saint Kitts and Nevis","Miscellaneous marine fish, salted or in brine, nei","Imports","Tonnes","","2014","0",""
"3613","Saint Kitts and Nevis","Miscellaneous pelagic fish fillets, frozen, nei","Exports","Tonnes","","2014","-",NA
"3614","Saint Kitts and Nevis","Miscellaneous pelagic fish fillets, frozen, nei","Imports","Tonnes","","2014","-",NA
"3615","Saint Kitts and Nevis","Ornamental fish nei","Imports","Tonnes","","2014","-",NA
"3616","Saint Kitts and Nevis","Pacific salmons, frozen, nei","Exports","Tonnes","","2014","-",NA
"3617","Saint Kitts and Nevis","Pacific salmons, frozen, nei","Imports","Tonnes","","2014","...",NA
"3618","Saint Kitts and Nevis","Pilchards (Sardinops spp.) and Sardinellas, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3619","Saint Kitts and Nevis","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Exports","Tonnes","","2014","1",""
"3620","Saint Kitts and Nevis","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Imports","Tonnes","","2014","...",NA
"3621","Saint Kitts and Nevis","Pink salmon, not minced, prepared or preserved, nei","Imports","Tonnes","","2014","...",NA
"3622","Saint Kitts and Nevis","Plaices, frozen, nei","Imports","Tonnes","","2014","-",NA
"3623","Saint Kitts and Nevis","Saithe (= Pollock), salted or in brine","Imports","Tonnes","","2014","-",NA
"3624","Saint Kitts and Nevis","Saithe (=Pollock), fresh or chilled","Imports","Tonnes","","2014","...",NA
"3625","Saint Kitts and Nevis","Saithe (=Pollock), frozen","Imports","Tonnes","","2014","0",""
"3626","Saint Kitts and Nevis","Salmon fillets, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3627","Saint Kitts and Nevis","Salmon fillets, frozen","Imports","Tonnes","","2014","0",""
"3628","Saint Kitts and Nevis","Salmon minced, prepared or preserved","Imports","Tonnes","","2014","-",NA
"3629","Saint Kitts and Nevis","Salmon nei prep. or pres., not minced, not in airtight containers","Imports","Tonnes","","2014","11",""
"3630","Saint Kitts and Nevis","Salmon nei, not minced, in oil, prepared or preserved","Imports","Tonnes","","2014","-",NA
"3631","Saint Kitts and Nevis","Salmon nei, not minced, prepared or preserved","Imports","Tonnes","","2014","4",""
"3632","Saint Kitts and Nevis","Salmonoids, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"3633","Saint Kitts and Nevis","Salmonoids, frozen","Exports","Tonnes","","2014","-",NA
"3634","Saint Kitts and Nevis","Salmonoids, frozen","Imports","Tonnes","","2014","-",NA
"3635","Saint Kitts and Nevis","Salmons, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"3636","Saint Kitts and Nevis","Salmons, smoked","Imports","Tonnes","","2014","...",NA
"3637","Saint Kitts and Nevis","Sardines, sardinellas, brisling or sprats, frozen","Imports","Tonnes","","2014","-",NA
"3638","Saint Kitts and Nevis","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Imports","Tonnes","","2014","6",""
"3639","Saint Kitts and Nevis","Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei","Reexports","Tonnes","","2014","-",NA
"3640","Saint Kitts and Nevis","Saury, frozen","Imports","Tonnes","","2014","1",""
"3641","Saint Kitts and Nevis","Seabass, fresh or chilled","Imports","Tonnes","","2014","...",NA
"3642","Saint Kitts and Nevis","Seabass, frozen","Imports","Tonnes","","2014","2",""
"3643","Saint Kitts and Nevis","Sharks nei, fresh or chilled","Exports","Tonnes","","2014","-",NA
"3644","Saint Kitts and Nevis","Sharks nei, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3645","Saint Kitts and Nevis","Sharks nei, frozen","Imports","Tonnes","","2014","-",NA
"3646","Saint Kitts and Nevis","Skipjack prepared or preserved, not minced, nei","Imports","Tonnes","","2014","...",NA
"3647","Saint Kitts and Nevis","Skipjack tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3648","Saint Kitts and Nevis","Skipjack tuna, frozen","Exports","Tonnes","","2014","-",NA
"3649","Saint Kitts and Nevis","Skipjack tuna, frozen","Imports","Tonnes","","2014","-",NA
"3650","Saint Kitts and Nevis","Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen","Imports","Tonnes","","2014","...",NA
"3651","Saint Kitts and Nevis","Soles, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"3652","Saint Kitts and Nevis","Soles, frozen, nei","Imports","Tonnes","","2014","-",NA
"3653","Saint Kitts and Nevis","Southern bluefin tuna (Thunnus maccoyii), frozen","Imports","Tonnes","","2014","-",NA
"3654","Saint Kitts and Nevis","Swordfish fillets, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3655","Saint Kitts and Nevis","Swordfish fillets, frozen","Imports","Tonnes","","2014","-",NA
"3656","Saint Kitts and Nevis","Swordfish meat, frozen","Imports","Tonnes","","2014","-",NA
"3657","Saint Kitts and Nevis","Swordfish, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3658","Saint Kitts and Nevis","Tilapia fillets, frozen","Imports","Tonnes","","2014","6",""
"3659","Saint Kitts and Nevis","Tilapias, frozen","Imports","Tonnes","","2014","...",NA
"3660","Saint Kitts and Nevis","Toothfish (Dissostichus spp.), frozen","Imports","Tonnes","","2014","-",NA
"3661","Saint Kitts and Nevis","Toothfish (Dissostichus spp.), meat, frozen","Imports","Tonnes","","2014","-",NA
"3662","Saint Kitts and Nevis","Trouts and chars live","Exports","Tonnes","","2014","-",NA
"3663","Saint Kitts and Nevis","Trouts and chars live","Imports","Tonnes","","2014","-",NA
"3664","Saint Kitts and Nevis","Trouts and chars, fresh or chilled","Exports","Tonnes","","2014","-",NA
"3665","Saint Kitts and Nevis","Trouts and chars, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3666","Saint Kitts and Nevis","Trouts and chars, frozen","Imports","Tonnes","","2014","...",NA
"3667","Saint Kitts and Nevis","Tuna loins and fillets, frozen","Imports","Tonnes","","2014","1",""
"3668","Saint Kitts and Nevis","Tunas nei, frozen","Exports","Tonnes","","2014","-",NA
"3669","Saint Kitts and Nevis","Tunas nei, frozen","Imports","Tonnes","","2014","1",""
"3670","Saint Kitts and Nevis","Tunas prepared or preserved, not minced, nei","Exports","Tonnes","","2014","1",""
"3671","Saint Kitts and Nevis","Tunas prepared or preserved, not minced, nei","Imports","Tonnes","","2014","36",""
"3672","Saint Kitts and Nevis","Tunas, fresh or chilled, nei","Exports","Tonnes","","2014","-",NA
"3673","Saint Kitts and Nevis","Tunas, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"3674","Saint Kitts and Nevis","Yellowfin tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"3675","Saint Kitts and Nevis","Yellowfin tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3676","Saint Kitts and Nevis","Yellowfin tuna, frozen, nei","Imports","Tonnes","","2014","0",""
"3677","Saint Lucia","Alaska pollock fillets, frozen","Imports","Tonnes","","2014","0",NA
"3678","Saint Lucia","Alaska pollock, dried, unsalted","Imports","Tonnes","","2014","2",NA
"3679","Saint Lucia","Alaska pollock, frozen","Imports","Tonnes","","2014","-",NA
"3680","Saint Lucia","Albacore (=Longfin tuna), fresh or chilled","Exports","Tonnes","","2014","-",NA
"3681","Saint Lucia","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes","","2014","0",NA
"3682","Saint Lucia","Albacore (=Longfin tuna), frozen, nei","Exports","Tonnes","","2014","-",NA
"3683","Saint Lucia","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes","","2014","2",NA
"3684","Saint Lucia","Albacore (=Longfin tuna), frozen, nei","Reexports","Tonnes","","2014","-",NA
"3685","Saint Lucia","Anchovies, prepared or preserved, not minced","Imports","Tonnes","","2014","5",NA
"3686","Saint Lucia","Atlantic (Thunnus thynnus) and Pacific (Thunnus orientalis) bluefin tuna, frozen","Imports","Tonnes","","2014","-",NA
"3687","Saint Lucia","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3688","Saint Lucia","Atlantic and Danube salmons, fresh or chilled","Imports","Tonnes","","2014","...",NA
"3689","Saint Lucia","Atlantic cod, fillets, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3690","Saint Lucia","Atlantic mackerel prepared or preserved, not minced","Exports","Tonnes","","2014","-",NA
"3691","Saint Lucia","Atlantic salmon and Danube salmon, frozen","Imports","Tonnes","","2014","1",NA
"3692","Saint Lucia","Carps, eels and snakeheads, fillets, fresh or chilled","Imports","Tonnes","","2014","...",NA
"3693","Saint Lucia","Carps, eels and snakeheads, fillets, frozen","Imports","Tonnes","","2014","...",NA
"3694","Saint Lucia","Catfish fillets, frozen","Imports","Tonnes","","2014","1",NA
"3695","Saint Lucia","Catfish, frozen","Imports","Tonnes","","2014","...",NA
"3696","Saint Lucia","Caviar","Imports","Tonnes","","2014","3",NA
"3697","Saint Lucia","Caviar and caviar substitutes","Imports","Tonnes","","2014","-",NA
"3698","Saint Lucia","Caviar substitutes","Imports","Tonnes","","2014","1",NA
"3699","Saint Lucia","Clupeoids nei, frozen","Imports","Tonnes","","2014","-",NA
"3700","Saint Lucia","Cod nei fillets, dried, salted or in brine","Imports","Tonnes","","2014","-",NA
"3701","Saint Lucia","Cod nei, fillets, frozen","Imports","Tonnes","","2014","...",NA
"3702","Saint Lucia","Cod, dried, unsalted (stockfish)","Imports","Tonnes","","2014","-",NA
"3703","Saint Lucia","Cods nei, dried,  whether or not salted","Exports","Tonnes","","2014","-",NA
"3704","Saint Lucia","Cods nei, dried,  whether or not salted","Imports","Tonnes","","2014","0",NA
"3705","Saint Lucia","Cods nei, fillets, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3706","Saint Lucia","Cods nei, frozen","Imports","Tonnes","","2014","1",NA
"3707","Saint Lucia","Cods nei, salted or in brine","Imports","Tonnes","","2014","6",NA
"3708","Saint Lucia","Cods, fresh or chilled, nei","Imports","Tonnes","","2014","0",NA
"3709","Saint Lucia","Common sole, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3710","Saint Lucia","Eels, fresh or chilled","Imports","Tonnes","","2014","0",NA
"3711","Saint Lucia","Eels, frozen","Exports","Tonnes","","2014","-",NA
"3712","Saint Lucia","Eels, frozen","Imports","Tonnes","","2014","2",NA
"3713","Saint Lucia","Fingers, sticks, prepared with minced fish","Imports","Tonnes","","2014","-",NA
"3714","Saint Lucia","Fish body oils, nei","Imports","Tonnes","","2014","0",NA
"3715","Saint Lucia","Fish dried, whether or not salted, nei","Exports","Tonnes","","2014","...",NA
"3716","Saint Lucia","Fish dried, whether or not salted, nei","Imports","Tonnes","","2014","176",NA
"3717","Saint Lucia","Fish fillets, dried, salted or in brine, nei","Exports","Tonnes","","2014","-",NA
"3718","Saint Lucia","Fish fillets, dried, salted or in brine, nei","Imports","Tonnes","","2014","...",NA
"3719","Saint Lucia","Fish fillets, fresh or chilled, nei","Exports","Tonnes","","2014","-",NA
"3720","Saint Lucia","Fish fillets, fresh or chilled, nei","Imports","Tonnes","","2014","3",NA
"3721","Saint Lucia","Fish fillets, frozen, nei","Exports","Tonnes","","2014","-",NA
"3722","Saint Lucia","Fish fillets, frozen, nei","Imports","Tonnes","","2014","134",NA
"3723","Saint Lucia","Fish fillets, frozen, nei","Reexports","Tonnes","","2014","0",NA
"3724","Saint Lucia","Fish fillets, prep. or pres, incl. raw, coated in batter or breadcrum, cooked or not, frozen","Imports","Tonnes","","2014","-",NA
"3725","Saint Lucia","Fish for culture incl. ova, fingerlings etc.","Imports","Tonnes","","2014","-",NA
"3726","Saint Lucia","Fish live, nei","Imports","Tonnes","","2014","0",NA
"3727","Saint Lucia","Fish liver oils, nei","Imports","Tonnes","","2014","4",NA
"3728","Saint Lucia","Fish meat, whether or not minced nei, fresh or chilled","Imports","Tonnes","","2014","0",NA
"3729","Saint Lucia","Fish meat, whether or not minced, frozen, nei","Exports","Tonnes","","2014","-",NA
"3730","Saint Lucia","Fish meat, whether or not minced, frozen, nei","Imports","Tonnes","","2014","36",NA
"3731","Saint Lucia","Fish minced (=surimi), frozen","Imports","Tonnes","","2014","-",NA
"3732","Saint Lucia","Fish minced nei, prepared or preserved","Imports","Tonnes","","2014","-",NA
"3733","Saint Lucia","Fish nei, dried, unsalted","Imports","Tonnes","","2014","-",NA
"3734","Saint Lucia","Fish nei, prepared or preserved, not minced","Imports","Tonnes","","2014","-",NA
"3735","Saint Lucia","Fish nei, salted or in brine","Imports","Tonnes","","2014","-",NA
"3736","Saint Lucia","Fish nei, smoked","Imports","Tonnes","","2014","-",NA
"3737","Saint Lucia","Fish, fresh or chilled, nei","Imports","Tonnes","","2014","0",NA
"3738","Saint Lucia","Fish, frozen, nei","Imports","Tonnes","","2014","39",NA
"3739","Saint Lucia","Fishmeal fit for human consumption, nei","Exports","Tonnes","","2014","-",NA
"3740","Saint Lucia","Fishmeal fit for human consumption, nei","Imports","Tonnes","","2014","-",NA
"3741","Saint Lucia","Fishmeals, nei","Exports","Tonnes","","2014","-",NA
"3742","Saint Lucia","Fishmeals, nei","Imports","Tonnes","","2014","1",NA
"3743","Saint Lucia","Flatfish nei, frozen","Exports","Tonnes","","2014","-",NA
"3744","Saint Lucia","Flatfish nei, frozen","Imports","Tonnes","","2014","0",NA
"3745","Saint Lucia","Flatfish, fresh or chilled, nei","Imports","Tonnes","","2014","0",NA
"3746","Saint Lucia","Flying fish, fillets, fresh or chilled","Exports","Tonnes","","2014","-",NA
"3747","Saint Lucia","Flying fish, fillets, fresh or chilled","Imports","Tonnes","","2014","0",NA
"3748","Saint Lucia","Flyingfishes, frozen","Exports","Tonnes","","2014","-",NA
"3749","Saint Lucia","Flyingfishes, frozen","Imports","Tonnes","","2014","-",NA
"3750","Saint Lucia","Freshwater fish fillets, nei, frozen","Imports","Tonnes","","2014","-",NA
"3751","Saint Lucia","Gadiformes fillets, frozen, nei","Imports","Tonnes","","2014","0",NA
"3752","Saint Lucia","Gadiformes nei, dried and salted","Imports","Tonnes","","2014","-",NA
"3753","Saint Lucia","Gadiformes nei, frozen","Imports","Tonnes","","2014","...",NA
"3754","Saint Lucia","Gadiformes, fillets, dried, salted or in brine, not smoked","Imports","Tonnes","","2014","-",NA
"3755","Saint Lucia","Gadiformes, fresh or chilled, nei","Imports","Tonnes","","2014","0",NA
"3756","Saint Lucia","Gadiformes, smoked","Imports","Tonnes","","2014","-",NA
"3757","Saint Lucia","Haddock, fresh or chilled","Imports","Tonnes","","2014","-",NA
"3758","Saint Lucia","Hakes nei, frozen","Imports","Tonnes","","2014","-",NA
"3759","Saint Lucia","Halibuts, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"3760","Saint Lucia","Herring fillets, dried, salted or in brine","Imports","Tonnes","","2014","-",NA
"3761","Saint Lucia","Herring nei, fillets, frozen","Imports","Tonnes","","2014","0",NA
"3762","Saint Lucia","Herring roes, cured","Imports","Tonnes","","2014","-",NA
"3763","Saint Lucia","Herring, salted or in brine","Imports","Tonnes","","2014","-",NA
"3764","Saint Lucia","Herrings nei, frozen","Imports","Tonnes","","2014","-",NA
"3765","Saint Lucia","Herrings nei, smoked","Exports","Tonnes","","2014","...",NA
"3766","Saint Lucia","Herrings nei, smoked","Imports","Tonnes","","2014","44",NA
"3767","Saint Lucia","Herrings prepared or preserved, not minced, nei","Imports","Tonnes","","2014","2",NA
"3768","Saint Lucia","Herrings, dried, whether or not salted","Imports","Tonnes","","2014","-",NA
"3769","Saint Lucia","Herrings, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"3770","Saint Lucia","Herrings, not minced, prep. or pres. in airtight containers, nei","Imports","Tonnes","","2014","-",NA
"3771","Saint Lucia","Jack and horse mackerel prepared or preserved, not minced","Imports","Tonnes","","2014","-",NA
"3772","Saint Lucia","Livers, roes, milt, dried, salted or in brine, nei","Imports","Tonnes","","2014","-",NA
"3773","Saint Lucia","Livers, roes, milt, fresh or chilled, nei","Imports","Tonnes","","2014","0",NA
"3774","Saint Lucia","Livers, roes, milt, frozen","Imports","Tonnes","","2014","-",NA
"3775","Saint Lucia","Mackerel prepared or preserved, not minced, nei","Imports","Tonnes","","2014","60",NA
"3776","Saint Lucia","Mackerel prepared or preserved, not minced, nei","Reexports","Tonnes","","2014","-",NA
"3777","Saint Lucia","Mackerel, dried, whether or not salted, but not smoked","Imports","Tonnes","","2014","0",NA
"3778","Saint Lucia","Mackerels nei, frozen","Imports","Tonnes","","2014","7",NA
"3779","Saint Lucia","Mackerels nei, salted or in brine","Exports","Tonnes","","2014","-",NA
"3780","Saint Lucia","Mackerels nei, salted or in brine","Imports","Tonnes","","2014","9",NA
"3781","Saint Lucia","Mackerels, nei, fresh or chilled","Imports","Tonnes","","2014","0",NA
"3782","Saint Lucia","Mackerels, smoked","Imports","Tonnes","","2014","-",NA
"3783","Saint Lucia","Marine fish fillets, frozen, nei","Imports","Tonnes","","2014","-",NA
"3784","Saint Lucia","Marine fish nei, minced, prepared or preserved","Exports","Tonnes","","2014","0",NA
"3785","Saint Lucia","Marine fish nei, minced, prepared or preserved","Imports","Tonnes","","2014","5",NA
"3786","Saint Lucia","Marine fish nei, prepared or preserved, not minced","Imports","Tonnes","","2014","11",NA
"3787","Saint Lucia","Marine fish nei, smoked","Exports","Tonnes","","2014","-",NA
"3788","Saint Lucia","Marine fish nei, smoked","Imports","Tonnes","","2014","0",NA
"3789","Saint Lucia","Marine fish, fillets, dried, salted or in brine, nei","Imports","Tonnes","","2014","-",NA
"3790","Saint Lucia","Marine fish, fresh or chilled, nei","Exports","Tonnes","","2014","-",NA
"3791","Saint Lucia","Marine fish, fresh or chilled, nei","Imports","Tonnes","","2014","27",NA
"3792","Saint Lucia","Marine fish, frozen, nei","Exports","Tonnes","","2014","-",NA
"3793","Saint Lucia","Marine fish, frozen, nei","Imports","Tonnes","","2014","80",NA
"3794","Saint Lucia","Miscellaneous coastal fish, nei, frozen","Exports","Tonnes","","2014","-",NA
"3795","Saint Lucia","Miscellaneous coastal fish, nei, frozen","Imports","Tonnes","","2014","20",NA
"3796","Saint Lucia","Miscellaneous demersal fish, nei, frozen","Imports","Tonnes","","2014","-",NA
"3797","Saint Lucia","Miscellaneous marine fish, salted or in brine, nei","Exports","Tonnes","","2014","-",NA
"3798","Saint Lucia","Miscellaneous marine fish, salted or in brine, nei","Imports","Tonnes","","2014","123",NA
"3799","Saint Lucia","Miscellaneous pelagic fish fillets, frozen, nei","Exports","Tonnes","","2014","-",NA
"3800","Saint Lucia","Miscellaneous pelagic fish fillets, frozen, nei","Imports","Tonnes","","2014","1",NA
"3801","Saint Lucia","Miscellaneous pelagic fish nei, dried, whether or not salted","Imports","Tonnes","","2014","-",NA
"3802","Saint Lucia","Miscellaneous pelagic fish nei, fillets, dried, salted or in brine","Imports","Tonnes","","2014","-",NA
"3803","Saint Lucia","Miscellaneous pelagic fish, nei, frozen","Exports","Tonnes","","2014","-",NA
"3804","Saint Lucia","Nile perch and snakeheads (Channa spp.),  fresh or chilled","Imports","Tonnes","","2014","-",NA
"3805","Saint Lucia","Oils and fats of aquatic animals, nei","Imports","Tonnes","","2014","-",NA
"3806","Saint Lucia","Ornamental fish nei","Exports","Tonnes","","2014","-",NA
"3807","Saint Lucia","Ornamental fish nei","Imports","Tonnes","","2014","1",NA
"3808","Saint Lucia","Ornamental freshwater fish","Imports","Tonnes","","2014","0",NA
"3809","Saint Lucia","Ornamental saltwater fish","Imports","Tonnes","","2014","...",NA
"3810","Saint Lucia","Pacific salmons nei, not minced, prepared or preserved","Imports","Tonnes","","2014","-",NA
"3811","Saint Lucia","Pacific salmons, fresh or chilled","Imports","Tonnes","","2014","0",NA
"3812","Saint Lucia","Pacific salmons, frozen, nei","Imports","Tonnes","","2014","...",NA
"3813","Saint Lucia","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Exports","Tonnes","","2014","-",NA
"3814","Saint Lucia","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Imports","Tonnes","","2014","66",NA
"3815","Saint Lucia","Pilchards (Sardinops spp.), prep. or pres., not minced, nei","Reexports","Tonnes","","2014","-",NA
"3816","Saint Lucia","Pink salmon, not minced, prepared or preserved, nei","Imports","Tonnes","","2014","-",NA
"3817","Saint Lucia","Plaices, frozen, nei","Imports","Tonnes","","2014","-",NA
"3818","Saint Lucia","Rays and skates (Rajidae), fresh or chilled","Imports","Tonnes","","2014","...",NA
"3819","Saint Lucia","Rays and skates (Rajidae), frozen","Imports","Tonnes","","2014","...",NA
"3820","Saint Lucia","River eels, prepared or preserved, not minced, nei","Imports","Tonnes","","2014","...",NA
"3821","Saint Lucia","Saithe (= Pollock), salted or in brine","Imports","Tonnes","","2014","-",NA
"3822","Saint Lucia","Saithe, dried, whether or not salted, but not smoked","Imports","Tonnes","","2014","-",NA
"3823","Saint Lucia","Salmon fillets, fresh or chilled","Imports","Tonnes","","2014","...",NA
"3824","Saint Lucia","Salmon fillets, frozen","Imports","Tonnes","","2014","6",NA
"3825","Saint Lucia","Salmon minced, prepared or preserved","Imports","Tonnes","","2014","-",NA
"3826","Saint Lucia","Salmon nei, not minced, in oil, prepared or preserved","Imports","Tonnes","","2014","-",NA
