Land Area,Trade flow,Commodity,2010,S_2010,2011,S_2011,2012,S_2012,2013,S_2013,2014,S_2014,2015,S_2015,2016,S_2016
Aruba,Import,"Molluscs and other aq. invertebrates, prep. or pres., nei",242,.,451,.,413,.,609,.,66,.,0,-,0,-
Aruba,Import,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",82,.,55,.,117,.,272,.,161,.,43,.,210,.
Aruba,Import,"Molluscs nei, prepared or preserved",0,.,0,.,0,.,0,.,12,.,9,.,36,.
Aruba,Import,"Mussel meat, prepared or preserved, nei",0,.,0,.,0,.,0,.,12,.,21,.,19,.
Aruba,Import,"Mussels nei, other than live, fresh or chilled",58,.,65,.,104,.,141,.,180,.,168,.,132,.
Aruba,Import,"Mussels, live, fresh or chilled, nei",45,.,60,.,48,.,47,.,38,.,110,.,120,.
Aruba,Import,"Nile perch and snakeheads (Channa spp.),  fresh or chilled",0,.,0,.,0,.,0,.,10,.,0,-,0,-
Aruba,Import,"Norway lobsters (Nephrops spp.), nei, frozen",0,.,0,.,0,.,0,.,168,.,818,.,892,.
Aruba,Import,"Norway lobsters (Nephrops spp.), nei, not frozen",0,.,0,.,0,.,0,.,13,.,0,-,0,-
Aruba,Import,"Octopus, live, fresh or chilled",0,0,0,-,1,0,3,.,2,.,2,0,2,0
Aruba,Import,"Octopus, other than live, fresh or chilled",35,.,47,.,37,.,33,.,24,.,22,.,8,.
Aruba,Import,"Octopus, prepared or preserved",0,.,0,.,0,.,0,.,3,0,4,.,1,0
Aruba,Import,Ornamental fish nei,47,.,53,.,25,.,41,.,2,0,0,-,0,-
Aruba,Import,Ornamental freshwater fish,0,.,0,.,0,.,0,.,16,.,30,.,58,.
Aruba,Import,Ornamental saltwater fish,0,.,0,.,0,.,0,.,813,.,1438,.,1814,.
Aruba,Import,"Other  edible fish offal, dried, salted or in brine",0,.,0,.,0,.,0,.,9,.,8,.,25,.
Aruba,Import,"Other aquatic invertebrates, prepared or preserved, nei",0,.,0,.,0,.,0,.,438,.,476,.,542,.
Aruba,Import,Other seaweeds and aquatic plants and products thereof,91,.,85,.,80,.,60,.,12,.,0,-,0,-
Aruba,Import,"Oyster meat, prepared or preserved, nei",0,.,0,.,0,.,0,.,32,.,60,.,81,.
Aruba,Import,"Oysters, live fresh or chilled, nei",47,.,41,.,67,.,113,.,65,.,52,.,51,.
Aruba,Import,"Oysters, other than live, fresh or chilled, nei",0,.,0,.,0,.,0,.,55,.,66,.,83,.
Aruba,Import,"Pacific salmons, fresh or chilled",0,.,0,.,0,.,0,.,287,.,457,.,554,.
Aruba,Import,"Pacific salmons, frozen, nei",107,.,574,.,909,.,1077,.,874,.,1017,.,811,.
Aruba,Import,"River eels, prepared or preserved, not minced, nei",0,.,0,.,0,.,0,.,2,0,0,-,0,-
Aruba,Import,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",5,0,53,.,73,.,101,.,35,.,2,0,0,0
Aruba,Import,"Rock lobster and other sea crawfish, not frozen",9,0,12,.,10,0,3,0,0,0,0,-,1,0
Aruba,Import,"Saithe (=Pollock) fillets, frozen",0,.,0,.,0,.,0,.,0,.,2,0,0,0
Aruba,Import,"Saithe (=Pollock), fresh or chilled",0,.,0,.,0,.,4,.,0,-,0,-,0,-
Aruba,Import,"Salmon fillets, fresh or chilled",0,.,0,.,0,.,0,.,351,.,389,.,473,.
Aruba,Import,"Salmon fillets, frozen",0,.,0,.,0,.,0,.,19,.,23,.,14,.
Aruba,Import,"Salmon nei, not minced, prepared or preserved",156,.,213,.,193,.,141,.,110,.,106,.,166,.
Aruba,Import,"Salmonoids meat, fresh or chilled, nei",0,.,0,.,0,.,0,.,1,0,0,-,0,0
Aruba,Import,"Salmonoids, fresh or chilled, nei",93,.,118,.,177,.,317,.,645,.,759,.,743,.
Aruba,Import,"Salmonoids, frozen",12,.,6,.,1,0,0,-,10,.,9,.,0,-
Aruba,Import,"Salmons, fresh or chilled, nei",49,.,36,.,79,.,66,.,10,0,0,-,0,-
Aruba,Import,"Salmons, smoked",116,.,125,.,92,.,118,.,51,.,42,.,107,.
Aruba,Import,"Sardines, sardinellas, brisling or sprats, fresh or chilled",0,0,51,.,0,.,0,.,26,.,53,.,0,0
Aruba,Import,"Sardines, sardinellas, brisling or sprats, frozen",38,.,2,0,1,0,0,0,0,0,0,-,0,0
Aruba,Import,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",147,.,130,.,298,.,223,.,249,.,218,.,515,.
Aruba,Import,"Scallop meat, prepared or preserved",0,.,0,.,0,.,0,.,0,.,1,0,1,0
Aruba,Import,"Scallops, live, fresh or chilled, nei",45,.,52,.,58,.,53,.,60,.,50,.,166,.
Aruba,Import,"Scallops, other than live, fresh or chilled",143,.,211,.,183,.,111,.,123,.,145,.,71,.
Aruba,Import,"Sea-cucumber, live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,11,.,0,-
Aruba,Import,"Sea-cucumber, other than live, fresh or chilled",0,.,0,.,0,.,0,.,1,0,0,0,0,-
Aruba,Import,"Sea-urchin, live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,1,0
Aruba,Import,"Seabass, fresh or chilled",0,.,0,.,0,.,0,.,0,0,4,0,17,.
Aruba,Import,"Seabass, frozen",0,.,0,.,0,0,0,.,0,0,40,.,101,F
Aruba,Import,"Seabreams nei, fresh or chilled",0,.,0,.,0,.,0,.,0,.,1,0,0,-
Aruba,Import,"Seaweeds and other algae, fit for human consumption, nei",0,.,0,.,0,.,0,.,44,.,83,.,94,.
Aruba,Import,"Seaweeds and other algae, unfit for human consumption, nei",0,.,0,.,0,.,0,.,9,.,5,.,4,.
Aruba,Import,"Shark fins, dried, whether or not salted, etc.",0,.,0,.,0,.,0,.,2,0,0,0,2,.
Aruba,Import,"Shrimps and prawns, frozen, nei",2706,.,2977,.,3013,.,3421,.,546,.,0,.,0,.
Aruba,Import,"Shrimps and prawns, not frozen, nei",308,.,461,.,746,.,438,.,61,.,0,.,0,.
Aruba,Import,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,.,0,.,3435,.,4518,.,4460,.
Aruba,Import,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,0,.,0,.,904,.,840,.,496,.
Aruba,Import,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,0,.,0,.,76,.,14,.,33,.
Aruba,Import,"Shrimps and prawns, prep. or pres., not in airtight containers",0,.,0,.,0,.,0,.,31,.,14,.,5,.
Aruba,Import,"Shrimps, prawns, prepared or preserved, nei",197,.,218,.,251,.,270,.,30,.,0,-,0,-
Aruba,Import,"Skipjack tuna, frozen",0,.,1,0,1,0,0,-,0,-,0,-,0,-
Aruba,Import,"Sockeye salmon (red salmon)(Oncorhynchus nerka), frozen",325,.,318,.,268,.,267,.,59,.,0,0,1,0
Aruba,Import,"Soles, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,2,0,0,-
Aruba,Import,"Soles, frozen, nei",0,.,0,.,3,0,0,-,0,-,1,0,5,.
Aruba,Import,"Swordfish fillets, fresh or chilled",1,0,1,0,0,.,9,.,15,.,20,.,13,.
Aruba,Import,"Swordfish fillets, frozen",19,.,20,.,21,.,16,.,3,0,0,-,0,-
Aruba,Import,"Swordfish meat, frozen",0,.,0,.,0,.,0,.,1,0,2,0,0,-
Aruba,Import,"Swordfish, fresh or chilled",0,.,0,.,0,.,0,.,1,0,0,-,0,-
Aruba,Import,"Tilapia fillets, fresh or chilled",0,.,0,.,0,.,0,.,80,.,2,0,0,0
Aruba,Import,"Tilapia fillets, frozen",0,.,0,.,0,.,0,.,4,0,3,0,2,0
Aruba,Import,"Tilapia, catfish, carp, eel, Nile perch and snakeheads, fillets, dried/salted/brine, not smoked",0,.,0,.,0,.,0,.,7,.,0,-,8,.
Aruba,Import,"Tilapias, catfish, carp, eels, Nile perch and snakeheads  meat, frozen",0,.,0,.,0,.,0,.,43,.,3,.,3,.
Aruba,Import,"Tilapias, catfish, carp, eels, Nile perch and snakeheads, salted or in brine",0,.,0,.,0,.,0,.,1,0,1,0,0,0
Aruba,Import,"Tilapias, frozen",0,.,0,.,0,.,0,.,3,.,12,.,76,.
Aruba,Import,"Toothfish (Dissostichus spp.), fillets, fresh or chilled",1,0,0,.,0,.,0,.,60,.,81,.,60,.
Aruba,Import,"Toothfish (Dissostichus spp.), fillets, frozen",52,.,59,.,63,.,76,.,11,0,0,-,0,-
Aruba,Import,"Toothfish (Dissostichus spp.), fresh or chilled",0,.,0,.,0,.,0,.,1,0,0,-,0,-
Aruba,Import,"Toothfish (Dissostichus spp.), frozen",0,.,3,.,0,.,0,.,1,0,0,-,0,-
Aruba,Import,"Trout fillets, fresh and chilled",0,.,0,.,0,.,0,.,0,.,11,.,0,-
Aruba,Import,"Trouts and chars, fresh or chilled",17,.,29,.,0,-,7,.,30,.,20,.,32,.
Aruba,Import,"Tuna loins and fillets, frozen",0,.,0,.,0,.,0,.,16,.,1,0,1,0
Aruba,Import,"Tunas nei, frozen",188,.,158,.,70,.,38,.,35,.,98,.,123,.
Aruba,Import,"Tunas prepared or preserved, not minced, nei",521,.,634,.,1107,.,900,.,645,.,495,.,643,.
Aruba,Import,"Tunas, fresh or chilled, nei",45,.,0,-,42,.,0,-,232,.,384,.,431,.
Aruba,Import,"Turbot, fresh or chilled",0,.,0,.,0,.,0,.,0,.,1,0,0,-
Aruba,Import,"Yellowfin tuna, fresh or chilled",2,0,0,-,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,"American/European lobsters (Homarus spp.), nei, fresh or chilled",423,.,0,-,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,"American/European lobsters (Homarus spp.), nei, frozen",107,.,0,-,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,"Bigeye tuna, frozen, nei",0,.,0,.,0,.,0,.,0,.,0,.,21,F
Bahamas,Export,Coral and the like,0,.,0,.,0,.,0,.,0,.,0,.,72,F
Bahamas,Export,"Crab meat nei, prepared or preserved",9,0,20,.,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,"Crabs nei, frozen",1299,.,1300,.,1600,.,2437,.,3891,.,2641,.,1153,F
Bahamas,Export,"Crabs, not frozen",6,0,0,.,0,.,0,.,0,.,0,.,146,F
Bahamas,Export,"Crabs, peeled or not, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,0,.,3,F
Bahamas,Export,"Crustaceans nei, prepared or preserved",0,.,0,.,0,.,36,.,0,-,0,-,0,-
Bahamas,Export,"Fish meat, whether or not minced, frozen, nei",0,-,0,0,0,-,0,-,0,-,99,.,0,-
Bahamas,Export,"Fish, fresh or chilled, nei",0,.,0,.,0,.,5,.,504,.,155,.,0,-
Bahamas,Export,"Fish, frozen, nei",0,.,0,.,0,.,0,.,0,.,0,.,1,F
Bahamas,Export,"Grouper, fresh or chilled",677,.,146,.,266,.,239,.,0,.,4,0,42,F
Bahamas,Export,"Grouper, frozen",0,.,0,.,0,.,8,.,0,-,0,-,0,-
Bahamas,Export,"King crab meat, prepared or preserved",0,.,0,.,0,.,0,.,0,.,0,.,62,F
Bahamas,Export,"Livers, roes, milt, frozen",0,.,0,.,0,.,85,.,0,-,0,-,0,-
Bahamas,Export,"Lobsters, live",0,-,0,-,14,.,22,.,193,.,193,.,0,.
Bahamas,Export,"Marine fish, fresh or chilled, nei",31,.,35,.,33,.,29,.,0,.,0,.,5,F
Bahamas,Export,"Marine fish, frozen, nei",134,.,532,.,68,.,370,.,0,-,89,.,0,-
Bahamas,Export,"Miscellaneous coastal fishes fillets, frozen,  nei",0,.,0,.,0,.,17,.,0,-,0,-,0,-
Bahamas,Export,Miscellaneous corals and shells,250,.,842,.,537,.,1167,.,438,.,1179,.,22,F
Bahamas,Export,"Miscellaneous crustaceans, not frozen, nei",17,.,0,-,0,-,0,-,764,.,0,-,0,-
Bahamas,Export,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",0,0,4,0,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,"Miscellaneous molluscs, other than live, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,0,.,1163,F
Bahamas,Export,"Molluscs and other aqu. invertebrates, live, fresh or chilled, nei",0,-,0,-,0,-,35,.,0,-,0,-,0,-
Bahamas,Export,"Molluscs nei, dried, salted, pickled, etc.",0,.,0,.,0,.,0,.,0,.,0,.,8,F
Bahamas,Export,"Mussel meat nei, frozen",23,.,0,-,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,Natural sponges other than raw,0,.,0,.,0,.,0,.,0,.,0,.,171,F
Bahamas,Export,Ornamental saltwater fish,0,.,0,.,0,.,2,0,0,-,0,-,0,-
Bahamas,Export,"Rock lobster and other sea crawfish, not frozen",0,.,0,.,0,.,0,.,249,.,41,.,0,-
Bahamas,Export,"Sardines, sardinellas, brisling or sprats, fresh or chilled",2,0,3,.,2,.,0,-,0,-,0,-,0,-
Bahamas,Export,"Scallops, other than live, fresh or chilled",8,0,0,-,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,"Sea-cucumber, dried, salted or in brine",0,.,0,.,0,.,0,.,0,.,0,.,111,F
Bahamas,Export,"Sea-cucumber, other than live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,200,F
Bahamas,Export,"Skipjack tuna, frozen",0,.,0,.,0,.,0,.,0,.,0,.,21,F
Bahamas,Export,"Snapper, fresh or chilled",134,.,226,.,233,.,384,.,0,.,8,.,79,F
Bahamas,Export,"Snappers, frozen",0,.,0,.,0,.,13,.,0,-,0,-,0,-
Bahamas,Export,"Spiny lobsters (Panulirus spp.), meat or tails, fresh or chilled",1000,.,0,.,0,.,22462,.,0,-,936,.,0,.
Bahamas,Export,"Spiny lobsters (Panulirus spp.), meat or tails, frozen",65248,.,64337,.,70922,.,60221,.,60338,.,54817,.,60135,F
Bahamas,Export,"Spiny lobsters (Panulirus spp.), nei, frozen",0,-,464,.,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,"Spiny lobsters (Panulirus spp.), whole, frozen",2394,.,4387,.,5933,.,1688,.,0,.,454,.,1086,F
Bahamas,Export,"Stromboid conchs, dried, salted or in brine",0,-,0,-,0,-,0,-,0,-,140,.,0,-
Bahamas,Export,"Stromboid conchs, frozen",2767,.,3815,.,3100,.,3381,.,3278,.,2540,.,2384,F
Bahamas,Export,"Stromboid conchs, live, fresh or chilled",215,.,24,.,41,.,278,.,488,.,0,-,0,-
Bahamas,Export,Trochus shells,5,0,83,.,50,.,41,.,83,.,65,.,0,-
Bahamas,Export,"Tunas nei, frozen",23,.,0,-,0,-,0,-,0,-,0,-,0,-
Bahamas,Export,"Turbot, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,4,F
Bahamas,Export,"Yellowfin tuna, frozen, nei",0,.,0,.,0,.,0,.,0,.,0,.,3,F
Bahamas,Import,"Abalones, shucked or not, other than live,fresh or chilled",0,.,0,.,0,.,44,.,121,.,116,.,0,-
Bahamas,Import,Agar agar nei,0,0,0,0,0,.,0,.,0,0,41,.,163,F
Bahamas,Import,"Alaska pollock fillets, frozen",0,.,0,.,0,.,2,0,2,0,5,.,0,-
Bahamas,Import,"Alaska pollock, fresh or chilled",0,.,0,.,0,.,0,.,3,.,1,0,0,-
Bahamas,Import,"Alaska pollock, frozen",0,.,0,.,0,.,0,.,1,0,4,.,17,F
Bahamas,Import,"Alaska pollock, meat, whether or not minced, frozen",0,.,0,.,0,.,0,.,1,0,4,.,0,-
Bahamas,Import,"Albacore (=Longfin tuna), fresh or chilled",0,0,1,0,2,0,3,0,0,0,1,0,0,-
Bahamas,Import,"Albacore (=Longfin tuna), frozen, nei",6,0,1,0,1,0,1,0,1,0,14,.,0,-
Bahamas,Import,"American/European lobsters (Homarus spp.), nei, fresh or chilled",674,.,31,.,27,.,48,.,7,.,6,0,0,-
Bahamas,Import,"American/European lobsters (Homarus spp.), nei, frozen",2,0,0,0,9,.,3,0,8,.,25,.,144,F
Bahamas,Import,"American/European lobsters (Homarus spp.), not frozen",0,.,0,.,0,.,0,.,0,.,0,.,3,F
Bahamas,Import,"Anchovies, fresh or chilled",0,.,0,.,0,.,3,0,0,0,0,0,0,-
Bahamas,Import,"Anchovies, prepared or preserved, not minced",38,.,37,.,46,.,46,.,58,.,61,.,0,-
Bahamas,Import,"Anchovies, salted or in brine",7,.,1,0,4,.,1,0,1,0,1,0,0,-
Bahamas,Import,"Aquatic invertebrates, other than prepared or preserved",0,.,0,.,0,.,0,.,11,.,14,.,0,-
Bahamas,Import,"Atlantic (Thunnus thynnus) and Pacific (Thunnus orientalis) bluefin tuna, frozen",3,0,1,0,1,0,1,0,1,0,0,0,0,-
Bahamas,Import,"Atlantic (Thunnus thynnus), Pacific (T.orientalis) bluefin tuna, live",1,0,0,0,0,-,0,-,1,0,2,0,0,-
Bahamas,Import,"Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled",21,.,20,.,1,0,7,.,1,0,0,0,6,F
Bahamas,Import,"Atlantic and Danube salmons, fresh or chilled",0,.,0,.,0,.,51,.,19,.,33,.,0,-
Bahamas,Import,"Atlantic salmon and Danube salmon, frozen",21,.,45,.,50,.,12,.,10,.,63,.,24,F
Bahamas,Import,"Bigeye tuna, fresh or chilled",0,-,0,0,0,-,0,0,0,-,10,.,0,-
Bahamas,Import,"Bigeye tuna, frozen, nei",0,-,0,-,0,-,4,0,0,-,4,0,0,-
Bahamas,Import,"Blue whitings (Micromesistius poutassou, Micromesistius australis), fresh or chilled",0,.,0,.,0,.,5,.,0,-,0,-,0,-
Bahamas,Import,"Carps, eels and snakeheads, fillets, fresh or chilled",0,.,0,.,0,.,93,.,142,.,105,.,0,-
Bahamas,Import,"Carps, eels and snakeheads, fillets, frozen",0,.,0,.,0,.,6,.,47,.,57,.,0,-
Bahamas,Import,"Catfish fillets, fresh or chilled",0,.,0,.,0,.,8,.,1,0,4,.,11,F
Bahamas,Import,"Catfish fillets, frozen",0,.,0,.,0,.,0,0,2,0,9,.,70,F
Bahamas,Import,"Catfish, fresh or chilled",0,.,0,.,0,.,0,.,0,0,18,.,11,F
Bahamas,Import,"Catfish, frozen",0,.,0,.,0,.,0,.,1,0,16,.,17,F
Bahamas,Import,Caviar,0,.,0,.,0,.,26,.,56,.,35,.,18,F
Bahamas,Import,Caviar and caviar substitutes,109,.,65,.,82,.,30,.,0,-,0,-,0,-
Bahamas,Import,Caviar substitutes,0,.,0,.,0,.,4,.,45,.,23,.,3,F
Bahamas,Import,"Clams, cockles, arkshells, etc., prep. or pres., nei",0,.,0,.,0,.,1,0,1,0,4,.,0,-
Bahamas,Import,"Clams, cockles, arkshells, live, fresh or chilled",0,.,0,.,0,.,1,0,2,0,6,.,0,-
Bahamas,Import,"Clams, cockles, arkshells, other than live, fresh or chilled",0,.,0,.,0,.,10,.,5,.,9,.,3,F
Bahamas,Import,"Cod nei, fillets, frozen",0,.,0,.,0,.,8,.,72,.,37,.,133,F
Bahamas,Import,"Cods nei, dried,  whether or not salted",345,.,476,.,520,.,380,.,334,.,360,.,360,F
Bahamas,Import,"Cods nei, frozen",24,.,91,.,65,.,24,.,12,.,7,.,197,F
Bahamas,Import,"Cods nei, salted or in brine",1,0,0,0,1,0,1,0,0,0,6,.,1,F
Bahamas,Import,"Cods, fresh or chilled, nei",3,.,3,.,2,0,13,.,0,0,15,.,0,-
Bahamas,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), not frozen",0,.,0,.,0,.,16,.,96,.,39,.,221,F
Bahamas,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,0,.,1164,.,2217,.,2574,.,1608,F
Bahamas,Import,"Common sole, fresh or chilled",0,-,0,-,1,0,1,0,1,0,0,-,0,-
Bahamas,Import,"Common sole, frozen",4,0,5,0,1,0,0,0,1,0,0,.,61,F
Bahamas,Import,Coral and the like,0,.,0,.,0,.,0,.,0,.,0,.,15,F
Bahamas,Import,"Crab meat nei, prepared or preserved",154,.,123,.,95,.,116,.,118,.,111,.,23,F
Bahamas,Import,"Crab meat, frozen",0,.,0,.,0,.,0,.,0,.,0,.,11,F
Bahamas,Import,"Crab meat, in airtight containers, prep.or pres.",0,.,0,.,0,.,0,.,0,.,0,.,59,F
Bahamas,Import,"Crabs nei, frozen",454,.,479,.,581,.,602,.,433,.,488,.,360,F
Bahamas,Import,"Crabs, not frozen",24,.,12,.,13,.,25,.,31,.,34,.,0,-
Bahamas,Import,"Crayfish (freshwater), frozen",0,.,0,.,0,.,0,.,0,.,0,.,27,F
Bahamas,Import,"Crustaceans nei, frozen",36,.,49,.,16,.,38,.,53,.,63,.,50,F
Bahamas,Import,"Crustaceans nei, prepared or preserved",32,.,35,.,41,.,24,.,45,.,27,.,0,-
Bahamas,Import,"Cuttlefishes and squids, live, fresh or chilled, nei",31,.,41,.,71,.,39,.,36,.,41,F,0,-
Bahamas,Import,"Cuttlefishes, frozen",283,.,211,.,237,.,276,.,262,.,297,.,303,F
Bahamas,Import,"Cuttlefishes, live, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,0,.,7,F
Bahamas,Import,"Dolphinfishes, fresh or chilled",86,.,157,.,222,.,79,.,102,.,85,.,0,-
Bahamas,Import,"Dolphinfishes, frozen",274,.,127,.,287,.,145,.,338,.,500,.,400,F
Bahamas,Import,Eels and elvers live,1,0,0,0,0,-,0,0,4,0,4,0,0,-
Bahamas,Import,"Eels, fresh or chilled",2,0,0,0,0,0,0,.,0,0,4,.,0,-
Bahamas,Import,"Eels, frozen",3,0,2,0,3,0,2,0,9,.,5,0,0,-
Bahamas,Import,"European plaice (Pleuronectes platessa), fresh or chilled",1,0,0,0,0,0,0,-,0,-,0,0,0,-
Bahamas,Import,"Fingers, sticks, prepared with minced fish",0,.,0,.,0,.,0,.,0,.,0,.,381,F
Bahamas,Import,"Fish body oils, nei",0,0,0,0,1,0,0,0,0,.,0,0,7,F
Bahamas,Import,"Fish dried, whether or not salted, nei",1,0,3,.,1,0,1,0,0,0,4,.,0,-
Bahamas,Import,"Fish fillets, dried, salted or in brine, nei",13,.,7,.,38,.,6,0,6,.,13,.,0,-
Bahamas,Import,"Fish fillets, fresh or chilled, nei",644,.,663,.,601,.,198,.,112,.,169,.,62,F
Bahamas,Import,"Fish fillets, frozen, nei",650,.,558,.,636,.,217,.,334,.,262,.,894,F
Bahamas,Import,"Fish fillets, prep. or pres, incl. raw, coated in batter or breadcrum, cooked or not, frozen",0,.,0,.,0,.,0,.,0,.,0,.,132,F
Bahamas,Import,"Fish for culture incl. ova, fingerlings etc.",219,.,353,.,279,.,218,.,236,.,171,.,150,F
Bahamas,Import,"Fish liver oils, nei",7,.,7,.,4,.,5,.,4,.,1,0,0,-
Bahamas,Import,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,0,.,3,0,29,.,11,.,22,F
Bahamas,Import,"Fish meat, whether or not minced, frozen, nei",597,.,830,.,1294,.,1474,.,1297,.,1235,.,269,F
Bahamas,Import,"Fish minced nei, in airtight containers prepared or preserved",19,.,81,.,21,.,14,.,19,.,75,.,0,-
Bahamas,Import,"Fish minced nei, prepared or preserved",142,.,39,.,27,.,74,.,8,.,16,.,35,F
Bahamas,Import,"Fish nei, prepared or preserved, not minced",5,.,3,.,3,.,8,.,24,.,13,.,0,-
Bahamas,Import,"Fish nei, smoked",205,.,206,.,125,.,215,.,155,.,147,.,150,F
Bahamas,Import,"Fish not minced, prep. or pres., in airtight containers",6,.,3,.,7,.,3,.,5,.,5,F,0,-
Bahamas,Import,"Fish roes, prepared, nei",426,.,368,.,437,.,330,.,319,.,334,.,0,-
Bahamas,Import,"Fish waste, nei",17,.,23,.,26,.,175,.,102,.,67,.,4,F
Bahamas,Import,"Fish, crustacean and mollusc products, unfit for human consumption nei",0,.,0,.,0,.,0,.,0,.,0,.,333,F
Bahamas,Import,"Fish, fresh or chilled, nei",1107,.,1741,.,1443,.,433,.,5,.,63,.,87,F
Bahamas,Import,"Fish, frozen, nei",84,.,131,.,151,.,60,.,26,.,46,.,388,F
Bahamas,Import,"Fishmeal fit for human consumption, nei",117,.,129,.,112,.,12,.,3,0,1,0,0,-
Bahamas,Import,"Flatfish nei, fillets, fresh or chilled",0,.,0,.,0,.,0,.,7,.,0,-,0,-
Bahamas,Import,"Flatfish nei, frozen",599,.,643,.,449,.,567,.,650,.,667,.,625,F
Bahamas,Import,"Flatfish, fresh or chilled, nei",8,.,7,.,13,.,75,.,14,.,49,.,50,F
Bahamas,Import,"Freshwater fish nei, live",31,.,25,.,12,.,5,.,7,.,18,.,0,-
Bahamas,Import,"Gadiformes fillets, fresh or chilled, nei",0,.,0,.,0,.,0,.,1,0,1,0,0,F
Bahamas,Import,"Gadiformes fillets, frozen, nei",0,.,0,.,0,.,1,0,22,.,47,.,0,-
Bahamas,Import,"Gadiformes nei, frozen",0,.,0,.,0,.,87,.,116,.,69,.,0,-
Bahamas,Import,"Gadiformes, fresh or chilled, nei",0,.,0,.,0,.,95,.,212,.,196,.,200,F
Bahamas,Import,"Gadiformes, meat, fresh or chilled, nei",0,.,0,.,0,.,1,0,0,-,0,-,0,-
Bahamas,Import,"Grouper, fresh or chilled",5,.,34,.,12,.,14,.,4,.,34,.,0,-
Bahamas,Import,"Grouper, frozen",196,.,135,.,433,.,589,.,451,.,513,.,480,F
Bahamas,Import,"Haddock fillets, frozen",0,.,0,.,0,.,1,0,0,0,0,-,0,-
Bahamas,Import,"Haddock, fresh or chilled",0,.,0,.,0,.,4,0,0,-,0,-,0,-
Bahamas,Import,"Haddock, frozen",0,.,0,.,0,0,0,.,5,.,0,0,0,-
Bahamas,Import,"Hake nei, fresh or chilled",0,.,0,.,0,.,0,.,1,0,0,-,0,-
Bahamas,Import,"Halibuts nei, frozen",2,0,1,0,1,0,3,0,2,0,2,0,0,-
Bahamas,Import,"Halibuts, fresh or chilled, nei",10,.,8,.,0,0,4,0,1,0,1,0,0,-
Bahamas,Import,"Herring roes, frozen",0,.,0,.,0,.,0,.,0,.,0,.,3,F
Bahamas,Import,"Herring, salted or in brine",3,0,0,0,0,0,0,0,1,0,1,0,0,-
Bahamas,Import,"Herrings nei, frozen",22,0,22,0,29,0,49,0,121,0,48,.,98,F
Bahamas,Import,"Herrings nei, smoked",15,.,7,.,11,.,9,.,19,.,3,0,0,-
Bahamas,Import,"Herrings prepared or preserved, not minced, nei",20,.,43,.,37,.,45,.,9,.,47,.,14,F
Bahamas,Import,"Herrings, fresh or chilled, nei",12,.,0,0,0,0,0,0,3,.,0,.,3,F
Bahamas,Import,"Herrings, not minced, prep. or pres. in airtight containers, nei",18,.,15,.,8,.,8,.,13,.,12,.,0,-
Bahamas,Import,"Jack and horse mackerel, frozen",0,0,0,.,0,.,0,.,0,.,0,.,6,F
Bahamas,Import,"Jellyfish, other than prepared or preserved",0,.,0,.,0,.,0,.,5,.,15,.,6,F
Bahamas,Import,"Livers, roes, milt, dried, salted or in brine, nei",0,0,1,0,2,0,2,0,3,0,3,0,0,-
Bahamas,Import,"Livers, roes, milt, fresh or chilled, nei",1,0,2,0,1,0,60,.,13,.,4,.,0,-
Bahamas,Import,"Livers, roes, milt, frozen",9,.,0,0,2,0,172,.,288,.,6,.,0,-
Bahamas,Import,"Lobster tails or meat, prep. or pres.",9,.,0,0,1,0,7,.,4,.,1,0,0,-
Bahamas,Import,"Lobsters, live",0,0,0,0,3,0,0,0,2,0,3,0,0,-
Bahamas,Import,"Mackerel prepared or preserved, not minced, nei",606,.,909,.,1023,.,1017,.,1051,.,1174,.,893,F
Bahamas,Import,"Mackerels nei, frozen",4,0,16,.,24,.,12,.,11,.,4,.,0,F
