Land Area,Trade flow,Commodity,2010,S_2010,2011,S_2011,2012,S_2012,2013,S_2013,2014,S_2014,2015,S_2015,2016,S_2016
Cuba,Import,"Crab meat nei, prepared or preserved",2,.,2,F,0,F,0,F,0,.,0,F,0,-
Cuba,Import,"Crabs nei, frozen",1,.,1,F,8,F,4,F,6,F,7,F,17,F
Cuba,Import,"Crustaceans nei, frozen",0,0,0,0,0,F,0,-,0,-,0,-,1,F
Cuba,Import,"Crustaceans nei, prepared or preserved",6,.,0,.,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Cuttlefish and squid, other than live, fresh or chilled",30,.,313,F,405,F,464,F,213,F,460,F,213,F
Cuba,Import,"Cuttlefish and squid, prepared or preserved",0,.,0,.,16,F,31,F,29,F,34,F,29,F
Cuba,Import,"Cuttlefishes and squids, live, fresh or chilled, nei",75,.,8,F,0,F,0,-,1,F,0,-,0,F
Cuba,Import,"European sardine, frozen",0,.,0,.,26,F,26,F,14,F,27,F,24,F
Cuba,Import,"European sardine, prepared or preserved, not minced, in oil",0,.,0,.,0,F,0,F,1,F,0,F,1,F
Cuba,Import,"European sardine, prepared or preserved, not minced, nei",0,.,0,.,0,.,0,F,0,F,0,.,239,F
Cuba,Import,"Fish body oils, nei",0,.,1,F,3,F,2,F,0,.,2,F,0,F
Cuba,Import,"Fish fillets, dried, salted or in brine, nei",0,0,108,F,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Fish fillets, fresh or chilled, nei",0,.,104,F,0,.,0,.,0,.,0,F,0,-
Cuba,Import,"Fish fillets, frozen, nei",0,.,429,F,75,F,127,F,84,F,102,F,67,F
Cuba,Import,"Fish liver oils, nei",0,.,0,.,0,.,0,.,0,.,4,F,0,F
Cuba,Import,"Fish meat, whether or not minced, frozen, nei",0,.,0,.,112,F,0,.,0,.,97,F,105,F
Cuba,Import,"Fish minced (=surimi), frozen",0,.,4,F,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Fish minced nei, in airtight containers prepared or preserved",0,.,0,.,8,F,0,-,0,-,550,F,559,F
Cuba,Import,"Fish minced nei, prepared or preserved",73,.,65,F,132,F,294,F,167,F,66,F,82,F
Cuba,Import,"Fish nei, prepared or preserved, not minced",233,.,275,F,1464,F,108,F,88,F,128,F,88,F
Cuba,Import,"Fish waste, nei",25,.,13,F,8,F,9,F,25,F,8,F,0,-
Cuba,Import,"Fish, fresh or chilled, nei",3,.,0,.,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Fish, frozen, nei",8696,.,4000,F,218,F,30,F,18,F,49,F,43,F
Cuba,Import,"Fish, sauce",0,.,0,.,0,.,0,.,0,.,2,F,0,-
Cuba,Import,"Fishmeal fit for human consumption, nei",0,.,0,.,0,.,0,.,100,F,0,-,0,-
Cuba,Import,"Fishmeals, nei",365,.,517,F,607,F,525,F,1043,F,568,F,486,F
Cuba,Import,"Flatfish nei, fillets, frozen",0,.,0,.,2,F,6,F,2,F,2,F,1,F
Cuba,Import,"Flatfish nei, frozen",14,.,10,F,25,F,0,-,0,-,0,-,0,-
Cuba,Import,"Freshwater fish fillets, nei, frozen",0,.,77,F,53,F,0,-,0,-,0,-,0,-
Cuba,Import,"Freshwater fish meat, whether or not minced, frozen, nei",0,.,0,.,2,F,1,F,2,F,0,-,0,-
Cuba,Import,"Freshwater fish nei, frozen",0,.,0,.,0,.,0,.,0,.,0,.,1,F
Cuba,Import,"Gadiformes fillets, fresh or chilled, nei",0,.,0,.,1,F,1,F,0,-,0,-,0,-
Cuba,Import,"Gadiformes fillets, frozen, nei",0,.,0,.,0,.,20,F,0,-,0,-,0,-
Cuba,Import,"Gadiformes nei, frozen",0,.,0,.,0,.,0,.,0,.,3,F,0,-
Cuba,Import,"Gadiformes, fillets, dried, salted or in brine, not smoked",0,.,0,.,333,F,82,F,0,.,1,F,0,-
Cuba,Import,"Gadiformes, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,1,F,4,F
Cuba,Import,"Hake nei fillets, frozen",0,.,0,.,401,F,511,F,217,F,446,F,0,-
Cuba,Import,"Hake of the genus Urophycis, frozen",0,.,3,F,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Hake, not minced, prepared or preserved",0,.,0,.,0,.,0,F,0,.,0,.,4,F
Cuba,Import,"Hakes nei, frozen",3,.,0,0,1192,F,52,F,27,F,55,F,1,F
Cuba,Import,"Herrings, not minced, prep. or pres. in airtight containers, nei",0,.,0,.,0,F,0,F,0,F,0,F,4,F
Cuba,Import,"Jack and horse mackerel, frozen",0,.,0,.,1609,F,3945,F,6788,F,6425,F,6167,F
Cuba,Import,"Jack and horse mackerels, fresh or chilled",0,.,0,.,25,F,0,-,0,-,0,-,0,-
Cuba,Import,"King crab, nei, frozen",0,.,1,F,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Mackerel fillets, frozen",0,.,0,.,98,F,0,-,0,-,0,-,0,-
Cuba,Import,"Mackerel prepared or preserved, not minced, nei",0,.,0,.,0,.,0,F,0,F,264,F,305,F
Cuba,Import,"Mackerels nei, frozen",360,.,5098,F,1665,F,891,F,310,F,947,F,1566,F
Cuba,Import,"Mackerels, fillets, prepared or preserved",0,.,0,.,0,F,0,F,0,F,0,F,1,F
Cuba,Import,"Marine fish fillets, frozen, nei",0,.,2,F,0,.,2,F,7,F,54,F,23,F
Cuba,Import,"Marine fish meat,whether or not minced nei, fresh or chilled",0,.,0,0,1,F,0,.,0,.,0,.,4,F
Cuba,Import,"Marine fish, frozen, nei",0,.,0,.,25,F,0,F,0,.,1,F,0,F
Cuba,Import,"Marine mammal oils, nei",0,.,0,.,0,.,0,.,0,.,2,F,0,-
Cuba,Import,"Meat of tilapias, catfish, carp, eels, nile perch and snakeheads, fresh or chilled",0,.,0,.,0,.,4,F,19,F,0,-,0,-
Cuba,Import,"Miscellaneous coastal fish,nei, fresh or chilled",0,.,0,.,1,F,0,-,0,-,0,-,0,-
Cuba,Import,"Miscellaneous coastal fishes fillets, frozen,  nei",0,.,0,.,42,F,126,F,62,F,136,F,37,F
Cuba,Import,"Miscellaneous marine fish fillets, fresh or chilled, nei",0,.,0,.,0,.,25,F,0,F,0,-,0,-
Cuba,Import,"Miscellaneous marine fish meat, minced or not, frozen, nei",0,.,0,.,16,F,14,F,4,F,0,.,0,F
Cuba,Import,"Miscellaneous molluscs & aq. inver., other than live, fresh or chilled, nei",0,.,0,.,8,F,8,F,0,-,0,-,0,-
Cuba,Import,"Miscellaneous molluscs, other than live, fresh or chilled, nei",8,.,42,F,32,F,1,F,85,F,202,F,25,F
Cuba,Import,"Miscellaneous pelagic fish fillets, frozen, nei",0,.,0,.,0,.,0,.,1,F,1,F,0,-
Cuba,Import,"Molluscs and other aq. invertebrates, prep. or pres., nei",52,.,81,F,0,F,0,-,0,-,0,-,0,-
Cuba,Import,"Molluscs nei, dried, salted, pickled, etc.",0,.,0,.,2,F,6,F,0,-,1,F,0,-
Cuba,Import,"Molluscs nei, frozen",0,.,0,.,2,F,43,F,5,F,5,F,123,F
Cuba,Import,"Molluscs nei, prepared or preserved",0,.,0,.,17,F,12,F,43,F,48,F,58,F
Cuba,Import,"Mussel meat, prep. or pres., in airtight containers",0,.,0,.,0,.,1,F,4,F,3,F,4,F
Cuba,Import,"Mussel meat, prep. or pres., not in airtight containers",0,.,0,.,104,F,27,F,85,F,93,F,121,F
Cuba,Import,"Mussel meat, prepared or preserved, nei",0,.,0,.,59,F,46,F,43,F,37,F,5,F
Cuba,Import,"Mussels nei, other than live, fresh or chilled",10,.,10,F,0,-,0,-,0,-,0,-,42,F
Cuba,Import,"Mussels of the genus Mytilus spp., other than live, fresh or chilled",0,.,13,F,6,F,13,F,2,F,1,F,0,F
Cuba,Import,"Mussels of the genus Perna spp., other than live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,2,F
Cuba,Import,"Mussels, live, fresh or chilled, nei",1,.,0,.,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Nile perch fillets, fresh or chilled",0,.,0,.,0,.,0,.,0,.,12,F,0,-
Cuba,Import,"Nile perch fillets, frozen",0,.,20,F,0,.,55,F,7,F,44,F,78,F
Cuba,Import,"Norway lobsters (Nephrops spp.), nei, frozen",0,.,0,0,1,F,1,F,0,F,0,F,2,F
Cuba,Import,"Octopus, live, fresh or chilled",15,.,0,-,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Octopus, other than live, fresh or chilled",295,.,22,F,45,F,45,F,51,F,87,F,81,F
Cuba,Import,"Octopus, prepared or preserved",0,.,0,.,0,.,1,F,1,F,2,F,1,F
Cuba,Import,"Other aquatic invertebrates, prepared or preserved, nei",0,.,0,.,4,F,0,F,0,-,3,F,0,-
Cuba,Import,Other seaweeds and aquatic plants and products thereof,6,.,5,F,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Oysters, live fresh or chilled, nei",3,.,0,.,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Pacific cod fillets, frozen",0,.,11,F,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Pacific salmons, frozen, nei",46,.,58,F,48,F,47,F,41,F,34,F,90,F
Cuba,Import,"Pilchards (Sardinops spp.), prep. or pres., not minced, nei",0,.,0,.,278,F,0,.,0,F,840,F,395,F
Cuba,Import,"Pink salmon, not minced, prepared or preserved, nei",0,.,0,.,1,F,0,-,0,-,0,-,0,-
Cuba,Import,"Rock lobster and other sea crawfish (Palinurus, Panulirus, Jasus), frozen, nei",0,.,0,.,0,.,0,.,0,.,14,F,0,-
Cuba,Import,"Saithe (=Pollock) fillets, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,4,F
Cuba,Import,"Saithe (=Pollock) fillets, frozen",0,.,176,F,64,F,146,F,147,F,198,F,380,F
Cuba,Import,"Saithe (=Pollock), frozen",0,.,0,.,2,F,0,-,0,-,0,-,0,-
Cuba,Import,"Salmon fillets, fresh or chilled",0,.,0,.,2,F,1,F,0,-,2,F,0,-
Cuba,Import,"Salmon fillets, frozen",0,.,11,F,102,F,128,F,77,F,180,F,166,F
Cuba,Import,"Salmon minced, prepared or preserved",0,.,0,.,0,.,0,.,1,F,0,F,0,F
Cuba,Import,"Salmon nei, not minced, prepared or preserved",0,0,0,0,3,F,3,F,2,F,6,F,2,F
Cuba,Import,"Salmonoids, frozen",10,.,8,F,8,F,0,.,50,F,0,-,0,-
Cuba,Import,"Salmons, fresh or chilled, nei",15,.,0,-,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Salmons, meat. frozen",0,.,6,F,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Salmons, smoked",58,.,92,F,80,F,50,F,40,F,50,F,86,F
Cuba,Import,"Sardines, sardinellas, brisling or sprats, frozen",3,.,14,F,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, in oil",0,.,0,.,302,F,388,F,472,F,379,F,41,F
Cuba,Import,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",1699,.,1308,F,569,F,733,F,1181,F,946,F,856,F
Cuba,Import,"Scallops meat, frozen",0,.,0,.,0,.,0,.,0,.,1,F,0,F
Cuba,Import,"Scallops, live, fresh or chilled, nei",1,.,0,0,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Scallops, other than live, fresh or chilled",0,.,2,F,10,F,6,F,5,F,2,F,5,F
Cuba,Import,"Seabass, frozen",0,.,0,0,0,F,0,F,0,F,1,F,0,F
Cuba,Import,"Seaweeds and other algae, fit for human consumption, nei",0,.,0,.,2,F,2,F,3,F,3,F,5,F
Cuba,Import,"Shark fillets nei, frozen",0,.,22,F,0,.,4,F,0,-,0,-,0,-
Cuba,Import,"Sharks nei, frozen",0,.,0,.,0,.,0,.,0,.,44,F,0,F
Cuba,Import,"Shrimps and prawns (Penaeus spp.), frozen",0,.,0,0,0,F,0,F,0,F,1,F,0,F
Cuba,Import,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,F,0,F,0,F,0,F,3,F
Cuba,Import,"Shrimps and prawns, prep. or pres., in airtight containers",0,.,0,.,2,F,5,F,5,F,4,F,13,F
Cuba,Import,"Shrimps, prawns, prepared or preserved, nei",5,.,0,.,0,-,0,-,0,-,0,-,0,-
Cuba,Import,"Skipjack prepared or preserved, not minced, nei",0,.,0,.,0,.,0,.,0,.,142,F,768,F
Cuba,Import,"Skipjack, prepared or preserved, whole or in pieces, not minced, in oil",0,.,0,.,0,.,0,.,0,.,284,F,466,F
Cuba,Import,"Snappers, frozen",0,.,0,.,0,.,0,.,0,.,22,F,0,-
Cuba,Import,"Solubles from fish and marine mammals, nei",0,.,0,.,1,F,2,F,0,-,0,-,0,-
Cuba,Import,"South Pacific hake fillets, frozen",0,.,89,F,45,F,5,F,0,-,0,-,0,-
Cuba,Import,"South Pacific hake, frozen",0,.,0,.,1,F,1,F,0,-,0,-,0,-
Cuba,Import,"Southern hake, frozen",0,.,0,.,1,F,2,F,0,.,0,.,0,F
Cuba,Import,"Squids (Illex spp.), frozen",0,.,0,.,0,.,0,.,0,.,0,.,23,F
Cuba,Import,"Squids (Ommastrephes sagittatus, Loligo spp.), live, fresh or chilled",0,.,0,.,0,.,1,F,0,F,0,-,0,-
Cuba,Import,"Squids nei, frozen",0,.,0,.,0,.,0,.,0,.,0,.,45,F
Cuba,Import,"Squids, other than live, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,1,F
Cuba,Import,"Squids, prepared or preserved, nei",0,.,0,.,0,.,1,F,0,-,0,-,0,-
Cuba,Import,"Swordfish fillets, fresh or chilled",0,.,1,F,0,.,0,.,0,.,3,F,0,-
Cuba,Import,"Swordfish fillets, frozen",0,.,0,.,1,F,5,F,3,F,3,F,0,F
Cuba,Import,"Swordfish meat, frozen",0,.,0,.,0,.,0,.,4,F,0,-,0,-
Cuba,Import,"Swordfish, frozen",0,.,0,.,0,.,0,.,4,F,3,F,0,F
Cuba,Import,"Tilapia fillets, fresh or chilled",0,.,0,.,0,.,0,.,0,.,1,F,0,-
Cuba,Import,"Tilapia fillets, frozen",0,.,4,F,68,F,70,F,165,F,134,F,149,F
Cuba,Import,"Toothfish (Dissostichus spp.), fillets, frozen",0,.,0,.,0,.,0,.,0,.,1,F,0,-
Cuba,Import,"Trouts and chars, frozen",1,.,6,F,1,F,0,F,1,F,0,-,0,-
Cuba,Import,"Trouts and chars, smoked",0,.,0,.,0,.,0,F,1,F,0,.,0,F
Cuba,Import,"Tuna loins and fillets, frozen",0,.,0,.,6,F,0,.,31,F,85,F,37,F
Cuba,Import,"Tunas nei, frozen",23,.,16,F,7,F,3,F,8,F,11,F,1,F
Cuba,Import,"Tunas prepared or preserved, not minced, in airtight containers",0,.,0,.,0,F,0,.,0,F,548,F,64,F
Cuba,Import,"Tunas prepared or preserved, not minced, in oil",0,.,0,.,0,F,0,F,1,F,18,F,58,F
Cuba,Import,"Tunas prepared or preserved, not minced, nei",1216,.,1007,F,374,F,733,F,845,F,655,F,631,F
Cuba,Import,"Turbots, frozen",0,.,0,.,0,F,0,F,0,F,1,F,1,F
Cuba,Import,"Yellowfin tuna, frozen, nei",2,.,0,.,0,.,0,.,8,F,1,F,1,F
Cuba,Production,"Bonito (Sarda spp.), not minced, prepared or preserved, nei",48,.,0,.,0,.,0,.,0,.,0,.,0,.
Cuba,Production,"Crustaceans nei, frozen",516,.,135,.,465,.,170,.,136,.,140,F,120,F
Cuba,Production,"Fish fillets, frozen, nei",165,.,1215,.,1245,.,2953,.,1886,.,1600,F,1500,F
Cuba,Production,"Fish nei, salted or in brine",27,.,306,.,57,.,303,.,23,.,20,F,10,F
Cuba,Production,"Fishmeals, nei",4800,F,5000,F,5000,F,5000,F,5000,F,5000,F,5500,F
Cuba,Production,"Lobsters, live",1353,.,1017,.,1245,.,1005,.,1695,.,1300,F,1400,F
Cuba,Production,"Marine fish nei, prepared or preserved, not minced",386,.,0,.,0,.,0,.,0,.,0,.,0,.
Cuba,Production,"Marine fish, frozen, nei",4250,.,7144,.,7888,.,9435,.,11606,.,11100,F,9900,F
Cuba,Production,"Shrimps and prawns, frozen, nei",2139,.,1794,.,3068,.,4417,.,4620,.,5515,F,5717,F
Cuba,Production,"Shrimps and prawns, tails, shell on, frozen",24,.,8,.,53,.,51,.,2,.,2,F,2,F
Cuba,Production,"Spiny lobsters (Panulirus spp.), meat or tails, frozen",727,.,862,.,884,.,965,.,738,.,785,F,870,F
Cuba,Production,"Spiny lobsters (Panulirus spp.), whole, frozen",1406,.,1900,.,1229,.,1403,.,890,.,1200,F,1400,F
Curaçao,Export,"Albacore (=Longfin tuna), frozen, nei",0,.,2,F,23,F,53,F,0,-,2,F,3,F
Curaçao,Export,"Bigeye tuna, frozen, nei",0,.,840,F,1401,F,1060,F,1200,F,1700,F,2400,F
Curaçao,Export,"Carps, eels and snakeheads, fillets, fresh or chilled",0,.,0,.,0,.,0,.,3,F,12,F,0,0
Curaçao,Export,"Cods nei, salted or in brine",0,.,0,.,1,F,0,-,0,-,0,-,0,-
Curaçao,Export,"Cods, fresh or chilled, nei",0,.,0,.,1,F,0,-,0,-,0,-,0,-
Curaçao,Export,"Crabs nei, frozen",0,.,116,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Export,"Cuttlefish and squid, other than live, fresh or chilled",0,.,0,0,0,0,0,-,0,0,2,F,4,F
Curaçao,Export,"Cuttlefishes and squids, live, fresh or chilled, nei",0,.,0,.,0,0,0,-,0,-,2,F,0,-
Curaçao,Export,"Fish fillets, frozen, nei",0,.,34,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Export,"Fish liver oils, nei",0,.,45,F,20,F,34,F,19,F,15,F,15,F
Curaçao,Export,"Fish meat, whether or not minced, frozen, nei",0,.,3,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Export,"Fish minced nei, prepared or preserved",0,.,1,F,0,-,0,0,9,F,8,F,2,F
Curaçao,Export,"Fish nei, prepared or preserved, not minced",0,.,0,.,0,.,1,F,0,0,3,F,0,0
Curaçao,Export,"Fish waste, nei",0,.,0,.,0,.,0,.,631,F,243,F,100,F
Curaçao,Export,"Fish, fresh or chilled, nei",0,.,0,.,119,F,100,F,8,F,10,F,0,0
Curaçao,Export,"Fish, frozen, nei",0,.,43,F,0,.,0,.,5,F,0,-,0,-
Curaçao,Export,"Gadiformes fillets, frozen, nei",0,.,0,.,0,.,0,.,8,F,0,-,0,-
Curaçao,Export,"Gadiformes nei, frozen",0,.,0,.,0,0,0,-,0,-,6,F,0,-
Curaçao,Export,"Hakes nei, frozen",0,.,1,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Export,"Herring, salted or in brine",0,.,0,.,1,F,0,-,0,-,0,-,0,-
Curaçao,Export,"Herrings nei, frozen",0,.,3,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Export,"Jack and horse mackerels, fresh or chilled",0,.,0,.,0,.,0,.,0,.,0,.,75,F
Curaçao,Export,"Mackerel prepared or preserved, not minced, nei",0,.,0,.,0,.,0,.,0,.,0,.,46,F
Curaçao,Export,"Mussels nei, other than live, fresh or chilled",0,.,5,F,20,F,0,-,0,-,0,-,0,-
Curaçao,Export,"Oyster meat, prepared or preserved, nei",0,.,0,.,0,.,0,.,1,F,0,-,0,-
Curaçao,Export,"Sardines, sardinellas, brisling or sprats, prep. or pres., not minced, nei",0,.,0,.,0,.,0,.,0,0,0,-,76,F
Curaçao,Export,"Sharks nei, frozen",0,.,274,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Export,"Shrimps and prawns, other than coldwater, frozen",0,.,0,.,0,.,0,.,0,0,4,F,1,F
Curaçao,Export,"Shrimps and prawns, other than coldwater, not frozen",0,.,0,.,0,.,0,0,1,F,3,F,1,F
Curaçao,Export,"Skipjack tuna, frozen",0,.,8250,F,8880,F,12200,F,12300,F,13100,F,14900,F
Curaçao,Export,"Swordfish fillets, frozen",0,.,3,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Export,"Swordfish, frozen",0,.,0,.,1,F,0,-,0,-,0,-,0,-
Curaçao,Export,"Tilapias, frozen",0,.,0,.,2,F,0,-,0,-,0,-,0,-
Curaçao,Export,"Tunas nei, frozen",0,.,250,F,300,F,420,F,1100,F,770,F,750,F
Curaçao,Export,"Tunas prepared or preserved, not minced, nei",0,.,3,F,0,-,0,-,13,F,1,F,0,0
Curaçao,Export,"Tunas, fresh or chilled, nei",0,.,0,.,0,.,0,.,0,.,3,F,13,F
Curaçao,Export,"Yellowfin tuna, frozen, nei",0,.,3000,F,4600,F,2500,F,3500,F,4200,F,5300,F
Curaçao,Import,"Alaska pollock fillets, frozen",0,.,0,.,1,F,0,-,1,F,3,F,0,0
Curaçao,Import,"Alaska pollock, fresh or chilled",0,.,0,.,0,.,0,.,1,F,3,F,0,-
Curaçao,Import,"Alaska pollock, frozen",0,.,0,.,0,.,1,F,4,F,9,F,16,F
Curaçao,Import,"Alaska pollock, meat, whether or not minced, frozen",0,.,0,.,1,F,0,-,0,-,0,-,0,-
Curaçao,Import,"Albacore (=Longfin tuna), fresh or chilled",0,.,0,.,0,.,0,.,3,F,0,-,0,-
Curaçao,Import,"Albacore (=Longfin tuna), frozen, nei",0,.,4,F,0,-,4,F,0,-,0,-,0,-
Curaçao,Import,"American/European lobsters (Homarus spp.), nei, frozen",0,.,9,F,4,F,2,F,0,0,0,0,2,F
Curaçao,Import,"American/European lobsters (Homarus spp.), not frozen",0,.,1,F,0,0,3,F,0,-,0,-,0,-
Curaçao,Import,"Anchovies, prepared or preserved, not minced",0,.,0,0,0,0,163,F,0,0,0,0,0,0
Curaçao,Import,"Aquatic invertebrates, other than prepared or preserved",0,.,0,.,0,.,0,.,1,F,0,-,6,F
Curaçao,Import,"Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled",0,.,0,.,0,.,0,.,1,F,0,-,0,-
Curaçao,Import,"Atlantic and Danube salmons, fresh or chilled",0,.,0,.,5,F,0,0,0,0,1,F,3,F
Curaçao,Import,"Atlantic salmon and Danube salmon, frozen",0,.,0,0,9,F,3,F,8,F,3,F,11,F
Curaçao,Import,"Carps, frozen",0,.,0,.,0,.,0,.,5,F,0,-,0,-
Curaçao,Import,"Catfish fillets, fresh or chilled",0,.,0,.,9,F,0,-,0,0,0,-,0,-
Curaçao,Import,"Catfish fillets, frozen",0,.,0,.,0,.,0,.,0,.,0,.,1,F
Curaçao,Import,"Catfish, frozen",0,.,0,.,0,.,0,.,0,.,1,F,0,-
Curaçao,Import,Caviar,0,.,0,.,4,F,0,.,0,0,0,0,0,0
Curaçao,Import,Caviar and caviar substitutes,0,.,1,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Import,Caviar substitutes,0,.,0,.,1,F,0,.,1,F,0,0,0,0
Curaçao,Import,"Cod nei, fillets, frozen",0,.,0,.,72,F,50,F,0,-,0,-,0,-
Curaçao,Import,"Cods nei, dried,  whether or not salted",0,.,0,0,0,0,0,0,0,0,1,F,0,0
Curaçao,Import,"Cods nei, frozen",0,.,0,.,0,0,0,-,6,F,2,F,3,F
Curaçao,Import,"Cods, fresh or chilled, nei",0,.,22,F,0,.,5,F,0,-,0,-,0,-
Curaçao,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), not frozen",0,.,0,.,1,F,0,.,0,.,0,0,0,0
Curaçao,Import,"Cold-water shrimps and prawns (Pandalus spp., Crangon spp.), whether in shell or not, frozen",0,.,0,.,9,F,6,F,12,F,12,F,30,F
Curaçao,Import,"Crab meat nei, prepared or preserved",0,.,1,F,7,F,81,F,10,F,6,F,0,0
Curaçao,Import,"Crabs nei, frozen",0,.,2,F,0,0,1,F,4,F,6,F,7,F
Curaçao,Import,"Crabs, not frozen",0,.,1,F,8,F,0,-,0,0,2,F,0,0
Curaçao,Import,"Crustaceans nei, frozen",0,.,0,0,16,F,63,F,10,F,11,F,28,F
Curaçao,Import,"Crustaceans nei, prepared or preserved",0,.,1,F,0,0,6,F,0,-,0,0,0,-
Curaçao,Import,"Cuttlefish and squid, other than live, fresh or chilled",0,.,3,F,10,F,0,0,15,F,7,F,11,F
Curaçao,Import,"Cuttlefish and squid, prepared or preserved",0,.,0,.,0,0,1,F,1,F,1,F,1,F
Curaçao,Import,"Eels, fresh or chilled",0,.,13,F,0,.,0,.,0,.,0,0,0,-
Curaçao,Import,"Eels, frozen",0,.,11,F,10,F,5,F,2,F,1,F,5,F
Curaçao,Import,"European plaice, frozen",0,.,0,.,0,.,0,.,1,F,0,-,0,-
Curaçao,Import,"Fish body oils, nei",0,.,35,F,1,F,0,0,0,0,0,0,0,0
Curaçao,Import,"Fish dried, whether or not salted, nei",0,.,13,F,22,F,1,F,2,F,15,F,26,F
Curaçao,Import,"Fish fillets, dried, salted or in brine, nei",0,.,155,F,207,F,252,F,6,F,0,0,0,0
Curaçao,Import,"Fish fillets, fresh or chilled, nei",0,.,35,F,6,F,0,-,1,F,0,0,3,F
Curaçao,Import,"Fish fillets, frozen, nei",0,.,179,F,157,F,100,F,40,F,63,F,19,F
Curaçao,Import,"Fish meat, whether or not minced nei, fresh or chilled",0,.,0,.,0,0,0,0,0,-,0,0,4,F
Curaçao,Import,"Fish meat, whether or not minced, frozen, nei",0,.,207,F,47,F,2,F,66,F,25,F,51,F
Curaçao,Import,"Fish minced nei, prepared or preserved",0,.,106,F,100,F,110,F,51,F,73,F,92,F
Curaçao,Import,"Fish nei, prepared or preserved, not minced",0,.,40,F,65,F,4,F,81,F,58,F,78,F
Curaçao,Import,"Fish nei, salted or in brine",0,.,4,F,1,F,25,F,2,F,2,F,2,F
Curaçao,Import,"Fish nei, smoked",0,.,6,F,4,F,3,F,1,F,1,F,0,-
Curaçao,Import,"Fish waste, nei",0,.,0,0,0,-,0,-,0,-,3,F,5,F
Curaçao,Import,"Fish, fresh or chilled, nei",0,.,98,F,20,F,50,F,17,F,40,F,3,F
Curaçao,Import,"Fish, frozen, nei",0,.,236,F,107,F,117,F,118,F,212,F,163,F
Curaçao,Import,"Fishmeal fit for human consumption, nei",0,.,0,.,0,.,39,F,0,0,3,F,0,-
Curaçao,Import,"Flatfish nei, fillets, fresh or chilled",0,.,0,.,0,.,0,.,1,F,0,0,0,-
Curaçao,Import,"Flatfish nei, fillets, frozen",0,.,0,.,1,F,0,-,1,F,0,0,21,F
Curaçao,Import,"Flatfish nei, frozen",0,.,6,F,10,F,0,0,0,0,0,-,0,-
Curaçao,Import,"Flatfish, fresh or chilled, nei",0,.,23,F,0,-,0,-,0,-,0,-,0,-
Curaçao,Import,"Gadiformes excl. Alaska pollock, meat, whether or not minced, frozen",0,.,0,.,0,0,85,F,0,-,0,-,0,0
Curaçao,Import,"Gadiformes nei, frozen",0,.,0,.,58,F,2,F,190,F,163,F,171,F
Curaçao,Import,"Gadiformes, fillets, dried, salted or in brine, not smoked",0,.,0,.,0,.,0,.,231,F,277,F,209,F
Curaçao,Import,"Gadiformes, fresh or chilled, nei",0,.,0,.,60,F,40,F,0,-,0,-,4,F
Curaçao,Import,"Hake nei fillets, frozen",0,.,0,.,0,0,1,F,0,-,0,-,0,0
Curaçao,Import,"Halibuts nei, frozen",0,.,0,.,1,F,10,F,0,-,0,-,0,-
Curaçao,Import,"Herring nei, fillets, frozen",0,.,0,.,0,0,8,F,3,F,0,-,0,-
Curaçao,Import,"Herring, salted or in brine",0,.,0,0,0,-,0,-,20,F,0,-,3,F
Curaçao,Import,"Herrings nei, frozen",0,.,6,F,22,F,10,F,2,F,20,F,80,F
Curaçao,Import,"Herrings nei, smoked",0,.,24,F,26,F,1,F,17,F,6,F,15,F
Curaçao,Import,"Herrings, fresh or chilled, nei",0,.,0,.,0,.,1,F,6,F,1,F,5,F
