"","Country","Commodity","Flow","Unit","X","Year","Quantity"," F"
"285","Guadeloupe","Tuna loins, prepared or preserved","Imports","Tonnes","","2014","...",NA
"286","Guadeloupe","Tunas nei, frozen","Imports","Tonnes","","2014","...",NA
"287","Guadeloupe","Tunas prepared or preserved, not minced, in oil","Imports","Tonnes","","2014","...",NA
"288","Guadeloupe","Tunas prepared or preserved, not minced, nei","Exports","Tonnes","","2014","...",NA
"289","Guadeloupe","Tunas prepared or preserved, not minced, nei","Imports","Tonnes","","2014","...",NA
"290","Guadeloupe","Tunas, bonitos, billfishes, nei, minced, prepared or preserved","Imports","Tonnes","","2014","...",NA
"291","Guadeloupe","Tunas, fresh or chilled, nei","Imports","Tonnes","","2014","...",NA
"292","Guadeloupe","Tunas, gilled, gutted, frozen, nei","Imports","Tonnes","","2014","...",NA
"293","Guadeloupe","Yellowfin tuna, frozen, nei","Imports","Tonnes","","2014","...",NA
"294","Guadeloupe","Yellowfin tuna, gilled, gutted, frozen","Imports","Tonnes","","2014","...",NA
"295","Haiti","Bigeye tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"296","Haiti","Dolphinfishes, fresh or chilled","Exports","Tonnes","","2014","...",NA
"297","Haiti","Euthynnus other than skipjack prep. or pres. not minced, nei","Imports","Tonnes","","2014","0",""
"298","Haiti","Miscellaneous pelagic fish nei, minced, prepared or preserved","Imports","Tonnes","","2014","-",NA
"299","Haiti","Miscellaneous pelagic fish, nei, frozen","Imports","Tonnes","","2014","-",NA
"300","Haiti","Skipjack prepared or preserved, not minced, nei","Imports","Tonnes","","2014","...",NA
"301","Haiti","Skipjack tuna, frozen","Imports","Tonnes","","2014","-",NA
"302","Haiti","Tuna loins and fillets, frozen","Imports","Tonnes","","2014","...",NA
"303","Haiti","Tunas nei, frozen","Imports","Tonnes","","2014","...",NA
"304","Haiti","Tunas prepared or preserved, not minced, in airtight containers","Imports","Tonnes","","2014","...",NA
"305","Haiti","Tunas prepared or preserved, not minced, in oil","Imports","Tonnes","","2014","2",""
"306","Haiti","Tunas prepared or preserved, not minced, nei","Exports","Tonnes","","2014","16",""
"307","Haiti","Tunas prepared or preserved, not minced, nei","Imports","Tonnes","","2014","24",""
"308","Haiti","Tunas, bonitos, billfishes, meat, whether or not minced, frozen, nei","Imports","Tonnes","","2014","-",NA
"309","Haiti","Tunas, bonitos, billfishes, nei, minced, prepared or preserved","Imports","Tonnes","","2014","0",""
"310","Haiti","Tunas, fresh or chilled, nei","Exports","Tonnes","","2014","-",NA
"311","Haiti","Tunas, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"312","Haiti","Yellowfin tuna, frozen, nei","Imports","Tonnes","","2014","-",NA
"313","Jamaica","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes","","2014","-",NA
"314","Jamaica","Albacore (=Longfin tuna), fresh or chilled","Reexports","Tonnes","","2014","-",NA
"315","Jamaica","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes","","2014","10",NA
"316","Jamaica","Albacore (=Longfin tuna), frozen, nei","Reexports","Tonnes","","2014","...",NA
"317","Jamaica","Atlantic (Thunnus thynnus), Pacific (T.orientalis) bluefin tuna, live","Exports","Tonnes","","2014","-",NA
"318","Jamaica","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"319","Jamaica","Bigeye tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"320","Jamaica","Bigeye tuna, fresh or chilled","Imports","Tonnes","","2014","0",NA
"321","Jamaica","Miscellaneous pelagic fish fillets, frozen, nei","Imports","Tonnes","","2014","-",NA
"322","Jamaica","Miscellaneous pelagic fish fillets, frozen, nei","Reexports","Tonnes","","2014","-",NA
"323","Jamaica","Skipjack tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"324","Jamaica","Skipjack tuna, frozen","Imports","Tonnes","","2014","-",NA
"325","Jamaica","Tuna loins and fillets, frozen","Imports","Tonnes","","2014","0",NA
"326","Jamaica","Tuna loins and fillets, frozen","Reexports","Tonnes","","2014","0",NA
"327","Jamaica","Tunas nei, frozen","Exports","Tonnes","","2014","-",NA
"328","Jamaica","Tunas nei, frozen","Imports","Tonnes","","2014","0",NA
"329","Jamaica","Tunas nei, frozen","Reexports","Tonnes","","2014","...",NA
"330","Jamaica","Tunas prepared or preserved, not minced, nei","Exports","Tonnes","","2014","2",NA
"331","Jamaica","Tunas prepared or preserved, not minced, nei","Imports","Tonnes","","2014","391",NA
"332","Jamaica","Tunas prepared or preserved, not minced, nei","Reexports","Tonnes","","2014","1",NA
"333","Jamaica","Tunas, fresh or chilled, nei","Exports","Tonnes","","2014","0",NA
"334","Jamaica","Tunas, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"335","Jamaica","Tunas, fresh or chilled, nei","Reexports","Tonnes","","2014","-",NA
"336","Jamaica","Yellowfin tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"337","Jamaica","Yellowfin tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"338","Jamaica","Yellowfin tuna, fresh or chilled","Reexports","Tonnes","","2014","-",NA
"339","Jamaica","Yellowfin tuna, frozen, nei","Imports","Tonnes","","2014","43",NA
"340","Jamaica","Yellowfin tuna, frozen, nei","Reexports","Tonnes","","2014","...",NA
"341","Martinique","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes","","2014","...",NA
"342","Martinique","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes","","2014","...",NA
"343","Martinique","Albacore (=Longfin tuna), gilled, gutted, frozen","Imports","Tonnes","","2014","...",NA
"344","Martinique","Albacore (=Longfin tuna), heads-off, etc., frozen","Imports","Tonnes","","2014","...",NA
"345","Martinique","Bonito (Sarda spp.), not minced, prepared or preserved, nei","Imports","Tonnes","","2014","...",NA
"346","Martinique","Euthynnus other than skipjack prep. or pres. not minced, nei","Imports","Tonnes","","2014","...",NA
"347","Martinique","Skipjack tuna, fresh or chilled","Imports","Tonnes","","2014","...",NA
"348","Martinique","Skipjack tuna, frozen","Imports","Tonnes","","2014","...",NA
"349","Martinique","Tuna loins and fillets, frozen","Imports","Tonnes","","2014","...",NA
"350","Martinique","Tuna loins, prepared or preserved","Imports","Tonnes","","2014","...",NA
"351","Martinique","Tunas nei, frozen","Imports","Tonnes","","2014","...",NA
"352","Martinique","Tunas prepared or preserved, not minced, in airtight containers","Imports","Tonnes","","2014","...",NA
"353","Martinique","Tunas prepared or preserved, not minced, in oil","Imports","Tonnes","","2014","...",NA
"354","Martinique","Tunas prepared or preserved, not minced, nei","Imports","Tonnes","","2014","...",NA
"355","Martinique","Tunas, bonitos, billfishes, nei, minced, prepared or preserved","Imports","Tonnes","","2014","...",NA
"356","Martinique","Tunas, fresh or chilled, nei","Imports","Tonnes","","2014","...",NA
"357","Martinique","Tunas, gilled, gutted, frozen, nei","Imports","Tonnes","","2014","...",NA
"358","Martinique","Tunas, heads-off, etc., frozen, nei","Imports","Tonnes","","2014","...",NA
"359","Martinique","Yellowfin tuna, frozen, nei","Imports","Tonnes","","2014","...",NA
"360","Martinique","Yellowfin tuna, gilled, gutted, frozen","Imports","Tonnes","","2014","...",NA
"361","Montserrat","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes","","2014","-",NA
"362","Montserrat","Tunas nei, frozen","Imports","Tonnes","","2014","-",NA
"363","Montserrat","Tunas prepared or preserved, not minced, nei","Imports","Tonnes","","2014","11",NA
"364","Montserrat","Tunas, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"365","Montserrat","Yellowfin tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"366","Montserrat","Yellowfin tuna, frozen, nei","Imports","Tonnes","","2014","-",NA
"367","Netherlands Antilles","Albacore (=Longfin tuna), fresh or chilled","Exports","Tonnes","","2014","-",NA
"368","Netherlands Antilles","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes","","2014","-",NA
"369","Netherlands Antilles","Albacore (=Longfin tuna), frozen, nei","Exports","Tonnes","","2014","-",NA
"370","Netherlands Antilles","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes","","2014","-",NA
"371","Netherlands Antilles","Atlantic (Thunnus thynnus) and Pacific (Thunnus orientalis) bluefin tuna, frozen","Imports","Tonnes","","2014","-",NA
"372","Netherlands Antilles","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"373","Netherlands Antilles","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"374","Netherlands Antilles","Bigeye tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"375","Netherlands Antilles","Bigeye tuna, frozen, nei","Exports","Tonnes","","2014","-",NA
"376","Netherlands Antilles","Euthynnus excl. skipjack or stripe-bellied bonitos, fresh or chilled","Imports","Tonnes","","2014","-",NA
"377","Netherlands Antilles","Euthynnus excl. skipjack or stripe-bellied bonitos, frozen","Imports","Tonnes","","2014","-",NA
"378","Netherlands Antilles","Miscellaneous pelagic fish, nei, frozen","Imports","Tonnes","","2014","-",NA
"379","Netherlands Antilles","Skipjack tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"380","Netherlands Antilles","Skipjack tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"381","Netherlands Antilles","Skipjack tuna, frozen","Exports","Tonnes","","2014","-",NA
"382","Netherlands Antilles","Skipjack tuna, frozen","Imports","Tonnes","","2014","-",NA
"383","Netherlands Antilles","Southern bluefin tuna (Thunnus maccoyii), fresh or chilled","Imports","Tonnes","","2014","-",NA
"384","Netherlands Antilles","Southern bluefin tuna (Thunnus maccoyii), frozen","Imports","Tonnes","","2014","-",NA
"385","Netherlands Antilles","Tuna loins and fillets, frozen","Imports","Tonnes","","2014","-",NA
"386","Netherlands Antilles","Tunas nei, frozen","Exports","Tonnes","","2014","-",NA
"387","Netherlands Antilles","Tunas nei, frozen","Imports","Tonnes","","2014","-",NA
"388","Netherlands Antilles","Tunas prepared or preserved, not minced, in airtight containers","Exports","Tonnes","","2014","-",NA
"389","Netherlands Antilles","Tunas prepared or preserved, not minced, nei","Exports","Tonnes","","2014","-",NA
"390","Netherlands Antilles","Tunas prepared or preserved, not minced, nei","Imports","Tonnes","","2014","-",NA
"391","Netherlands Antilles","Tunas, bonitos, billfishes, meat, whether or not minced, frozen, nei","Imports","Tonnes","","2014","-",NA
"392","Netherlands Antilles","Tunas, fresh or chilled, nei","Exports","Tonnes","","2014","-",NA
"393","Netherlands Antilles","Tunas, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"394","Netherlands Antilles","Yellowfin tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"395","Netherlands Antilles","Yellowfin tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"396","Netherlands Antilles","Yellowfin tuna, frozen, nei","Exports","Tonnes","","2014","-",NA
"397","Netherlands Antilles","Yellowfin tuna, frozen, nei","Imports","Tonnes","","2014","-",NA
"398","Netherlands Antilles","Yellowfin tuna, heads-off, etc., frozen","Exports","Tonnes","","2014","-",NA
"399","Saint Kitts and Nevis","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes","","2014","6",""
"400","Saint Kitts and Nevis","Albacore (=Longfin tuna), frozen, nei","Exports","Tonnes","","2014","-",NA
"401","Saint Kitts and Nevis","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes","","2014","-",NA
"402","Saint Kitts and Nevis","Atlantic (Thunnus thynnus), Pacific (T.orientalis) bluefin tuna, live","Imports","Tonnes","","2014","-",NA
"403","Saint Kitts and Nevis","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"404","Saint Kitts and Nevis","Bigeye tuna, frozen, nei","Imports","Tonnes","","2014","-",NA
"405","Saint Kitts and Nevis","Miscellaneous pelagic fish fillets, frozen, nei","Exports","Tonnes","","2014","-",NA
"406","Saint Kitts and Nevis","Miscellaneous pelagic fish fillets, frozen, nei","Imports","Tonnes","","2014","-",NA
"407","Saint Kitts and Nevis","Skipjack prepared or preserved, not minced, nei","Imports","Tonnes","","2014","...",NA
"408","Saint Kitts and Nevis","Skipjack tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"409","Saint Kitts and Nevis","Skipjack tuna, frozen","Exports","Tonnes","","2014","-",NA
"410","Saint Kitts and Nevis","Skipjack tuna, frozen","Imports","Tonnes","","2014","-",NA
"411","Saint Kitts and Nevis","Southern bluefin tuna (Thunnus maccoyii), frozen","Imports","Tonnes","","2014","-",NA
"412","Saint Kitts and Nevis","Tuna loins and fillets, frozen","Imports","Tonnes","","2014","1",""
"413","Saint Kitts and Nevis","Tunas nei, frozen","Exports","Tonnes","","2014","-",NA
"414","Saint Kitts and Nevis","Tunas nei, frozen","Imports","Tonnes","","2014","1",""
"415","Saint Kitts and Nevis","Tunas prepared or preserved, not minced, nei","Exports","Tonnes","","2014","1",""
"416","Saint Kitts and Nevis","Tunas prepared or preserved, not minced, nei","Imports","Tonnes","","2014","36",""
"417","Saint Kitts and Nevis","Tunas, fresh or chilled, nei","Exports","Tonnes","","2014","-",NA
"418","Saint Kitts and Nevis","Tunas, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"419","Saint Kitts and Nevis","Yellowfin tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"420","Saint Kitts and Nevis","Yellowfin tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"421","Saint Kitts and Nevis","Yellowfin tuna, frozen, nei","Imports","Tonnes","","2014","0",""
"422","Saint Lucia","Albacore (=Longfin tuna), fresh or chilled","Exports","Tonnes","","2014","-",NA
"423","Saint Lucia","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes","","2014","0",NA
"424","Saint Lucia","Albacore (=Longfin tuna), frozen, nei","Exports","Tonnes","","2014","-",NA
"425","Saint Lucia","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes","","2014","2",NA
"426","Saint Lucia","Albacore (=Longfin tuna), frozen, nei","Reexports","Tonnes","","2014","-",NA
"427","Saint Lucia","Atlantic (Thunnus thynnus) and Pacific (Thunnus orientalis) bluefin tuna, frozen","Imports","Tonnes","","2014","-",NA
"428","Saint Lucia","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"429","Saint Lucia","Miscellaneous pelagic fish fillets, frozen, nei","Exports","Tonnes","","2014","-",NA
"430","Saint Lucia","Miscellaneous pelagic fish fillets, frozen, nei","Imports","Tonnes","","2014","1",NA
"431","Saint Lucia","Miscellaneous pelagic fish nei, dried, whether or not salted","Imports","Tonnes","","2014","-",NA
"432","Saint Lucia","Miscellaneous pelagic fish nei, fillets, dried, salted or in brine","Imports","Tonnes","","2014","-",NA
"433","Saint Lucia","Miscellaneous pelagic fish, nei, frozen","Exports","Tonnes","","2014","-",NA
"434","Saint Lucia","Skipjack tuna, fresh or chilled","Imports","Tonnes","","2014","0",NA
"435","Saint Lucia","Skipjack tuna, frozen","Imports","Tonnes","","2014","5",NA
"436","Saint Lucia","Tuna loins and fillets, frozen","Imports","Tonnes","","2014","1",NA
"437","Saint Lucia","Tuna meat, whether or not minced, frozen","Imports","Tonnes","","2014","-",NA
"438","Saint Lucia","Tunas nei, frozen","Imports","Tonnes","","2014","1",NA
"439","Saint Lucia","Tunas nei, frozen","Reexports","Tonnes","","2014","-",NA
"440","Saint Lucia","Tunas prepared or preserved, not minced, nei","Exports","Tonnes","","2014","0",NA
"441","Saint Lucia","Tunas prepared or preserved, not minced, nei","Imports","Tonnes","","2014","610",NA
"442","Saint Lucia","Tunas prepared or preserved, not minced, nei","Reexports","Tonnes","","2014","...",NA
"443","Saint Lucia","Tunas, bonitos, billfishes, meat, whether or not minced, frozen, nei","Imports","Tonnes","","2014","-",NA
"444","Saint Lucia","Tunas, fresh or chilled, nei","Imports","Tonnes","","2014","1",NA
"445","Saint Lucia","Yellowfin tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"446","Saint Lucia","Yellowfin tuna, fresh or chilled","Imports","Tonnes","","2014","9",NA
"447","Saint Lucia","Yellowfin tuna, fresh or chilled","Reexports","Tonnes","","2014","0",NA
"448","Saint Lucia","Yellowfin tuna, frozen, nei","Exports","Tonnes","","2014","-",NA
"449","Saint Lucia","Yellowfin tuna, frozen, nei","Imports","Tonnes","","2014","24",NA
"450","Saint Vincent/Grenadines","Albacore (=Longfin tuna), fresh or chilled","Exports","Tonnes","","2014","0",""
"451","Saint Vincent/Grenadines","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes","","2014","...",NA
"452","Saint Vincent/Grenadines","Albacore (=Longfin tuna), frozen, nei","Exports","Tonnes","","2014","...",NA
"453","Saint Vincent/Grenadines","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes","","2014","-",NA
"454","Saint Vincent/Grenadines","Atlantic (Thunnus thynnus) and Pacific (Thunnus orientalis) bluefin tuna, frozen","Exports","Tonnes","","2014","-",NA
"455","Saint Vincent/Grenadines","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"456","Saint Vincent/Grenadines","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Imports","Tonnes","","2014","...",NA
"457","Saint Vincent/Grenadines","Bigeye tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"458","Saint Vincent/Grenadines","Miscellaneous pelagic fish, nei, frozen","Exports","Tonnes","","2014","...",NA
"459","Saint Vincent/Grenadines","Skipjack prepared or preserved, not minced, nei","Imports","Tonnes","","2014","...",NA
"460","Saint Vincent/Grenadines","Skipjack tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"461","Saint Vincent/Grenadines","Skipjack tuna, frozen","Exports","Tonnes","","2014","3",""
"462","Saint Vincent/Grenadines","Tuna loins and fillets, frozen","Imports","Tonnes","","2014","1",""
"463","Saint Vincent/Grenadines","Tunas nei, frozen","Exports","Tonnes","","2014","...",NA
"464","Saint Vincent/Grenadines","Tunas nei, frozen","Imports","Tonnes","","2014","-",NA
"465","Saint Vincent/Grenadines","Tunas prepared or preserved, not minced, in airtight containers","Imports","Tonnes","","2014","...",NA
"466","Saint Vincent/Grenadines","Tunas prepared or preserved, not minced, nei","Exports","Tonnes","","2014","...",NA
"467","Saint Vincent/Grenadines","Tunas prepared or preserved, not minced, nei","Imports","Tonnes","","2014","20",""
"468","Saint Vincent/Grenadines","Tunas prepared or preserved, not minced, nei","Reexports","Tonnes","","2014","-",NA
"469","Saint Vincent/Grenadines","Tunas, fresh or chilled, nei","Exports","Tonnes","","2014","2",""
"470","Saint Vincent/Grenadines","Tunas, fresh or chilled, nei","Imports","Tonnes","","2014","4",""
"471","Saint Vincent/Grenadines","Yellowfin tuna, fresh or chilled","Exports","Tonnes","","2014","3",""
"472","Saint Vincent/Grenadines","Yellowfin tuna, fresh or chilled","Imports","Tonnes","","2014","...",NA
"473","Saint Vincent/Grenadines","Yellowfin tuna, frozen, nei","Exports","Tonnes","","2014","-",NA
"474","Saint Vincent/Grenadines","Yellowfin tuna, frozen, nei","Imports","Tonnes","","2014","-",NA
"475","Trinidad and Tobago","Albacore (=Longfin tuna), fresh or chilled","Exports","Tonnes","","2014","...",NA
"476","Trinidad and Tobago","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes","","2014","...",NA
"477","Trinidad and Tobago","Albacore (=Longfin tuna), frozen, nei","Exports","Tonnes","","2014","14",""
"478","Trinidad and Tobago","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes","","2014","1325",""
"479","Trinidad and Tobago","Atlantic (Thunnus thynnus) and Pacific (Thunnus orientalis) bluefin tuna, frozen","Imports","Tonnes","","2014","-",NA
"480","Trinidad and Tobago","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Exports","Tonnes","","2014","0",""
"481","Trinidad and Tobago","Bigeye tuna, fresh or chilled","Exports","Tonnes","","2014","54",""
"482","Trinidad and Tobago","Bigeye tuna, frozen, nei","Imports","Tonnes","","2014","28",""
"483","Trinidad and Tobago","Dolphinfishes, fresh or chilled","Exports","Tonnes","","2014","32",""
"484","Trinidad and Tobago","Marlins, fresh or chilled","Exports","Tonnes","","2014","-",NA
"485","Trinidad and Tobago","Marlins, frozen","Exports","Tonnes","","2014","-",NA
"486","Trinidad and Tobago","Marlins, frozen","Imports","Tonnes","","2014","2",""
"487","Trinidad and Tobago","Miscellaneous pelagic fish fillets, frozen, nei","Exports","Tonnes","","2014","49",""
"488","Trinidad and Tobago","Miscellaneous pelagic fish fillets, frozen, nei","Imports","Tonnes","","2014","6",""
"489","Trinidad and Tobago","Miscellaneous pelagic fish nei, dried, whether or not salted","Exports","Tonnes","","2014","-",NA
"490","Trinidad and Tobago","Miscellaneous pelagic fish nei, dried, whether or not salted","Imports","Tonnes","","2014","-",NA
"491","Trinidad and Tobago","Miscellaneous pelagic fish, fillets, fresh or chilled, nei","Exports","Tonnes","","2014","-",NA
"492","Trinidad and Tobago","Miscellaneous pelagic fish, nei, frozen","Imports","Tonnes","","2014","-",NA
"493","Trinidad and Tobago","Skipjack prepared or preserved, not minced, nei","Imports","Tonnes","","2014","...",NA
"494","Trinidad and Tobago","Skipjack tuna, fresh or chilled","Exports","Tonnes","","2014","-",NA
"495","Trinidad and Tobago","Skipjack tuna, frozen","Exports","Tonnes","","2014","2",""
"496","Trinidad and Tobago","Skipjack tuna, frozen","Imports","Tonnes","","2014","...",NA
"497","Trinidad and Tobago","Southern bluefin tuna (Thunnus maccoyii), fresh or chilled","Imports","Tonnes","","2014","...",NA
"498","Trinidad and Tobago","Southern bluefin tuna (Thunnus maccoyii), live","Exports","Tonnes","","2014","-",NA
"499","Trinidad and Tobago","Tuna loins and fillets, fresh or chilled","Exports","Tonnes","","2014","-",NA
"500","Trinidad and Tobago","Tuna loins and fillets, frozen","Exports","Tonnes","","2014","1",""
"501","Trinidad and Tobago","Tuna loins and fillets, frozen","Imports","Tonnes","","2014","1",""
"502","Trinidad and Tobago","Tuna meat, whether or not minced, frozen","Imports","Tonnes","","2014","2",""
"503","Trinidad and Tobago","Tunas nei, frozen","Exports","Tonnes","","2014","5",""
"504","Trinidad and Tobago","Tunas nei, frozen","Imports","Tonnes","","2014","17",""
"505","Trinidad and Tobago","Tunas nei, frozen","Reexports","Tonnes","","2014","...",NA
"506","Trinidad and Tobago","Tunas prepared or preserved, not minced, in airtight containers","Imports","Tonnes","","2014","...",NA
"507","Trinidad and Tobago","Tunas prepared or preserved, not minced, nei","Exports","Tonnes","","2014","4",""
"508","Trinidad and Tobago","Tunas prepared or preserved, not minced, nei","Imports","Tonnes","","2014","1478",""
"509","Trinidad and Tobago","Tunas prepared or preserved, not minced, nei","Reexports","Tonnes","","2014","...",NA
"510","Trinidad and Tobago","Tunas, bonitos, billfishes fillets, fresh or chilled, nei","Exports","Tonnes","","2014","5",""
"511","Trinidad and Tobago","Tunas, bonitos, billfishes, meat, whether or not minced, frozen, nei","Imports","Tonnes","","2014","-",NA
"512","Trinidad and Tobago","Tunas, bonitos, billfishes, nei, minced, prepared or preserved","Exports","Tonnes","","2014","1",""
"513","Trinidad and Tobago","Tunas, fresh or chilled, nei","Exports","Tonnes","","2014","1",""
"514","Trinidad and Tobago","Tunas, fresh or chilled, nei","Imports","Tonnes","","2014","13",""
"515","Trinidad and Tobago","Yellowfin tuna, fresh or chilled","Exports","Tonnes","","2014","882",""
"516","Trinidad and Tobago","Yellowfin tuna, fresh or chilled","Imports","Tonnes","","2014","...",NA
"517","Trinidad and Tobago","Yellowfin tuna, frozen, nei","Exports","Tonnes","","2014","32",""
"518","Trinidad and Tobago","Yellowfin tuna, frozen, nei","Imports","Tonnes","","2014","23",""
"519","Trinidad and Tobago","Yellowfin tuna, heads-off, etc., frozen","Exports","Tonnes","","2014","-",NA
"520","Turks and Caicos Is.","Albacore (=Longfin tuna), fresh or chilled","Exports","Tonnes","","2014","1",""
"521","Turks and Caicos Is.","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes","","2014","-",NA
"522","Turks and Caicos Is.","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes","","2014","-",NA
"523","Turks and Caicos Is.","Atlantic (Thunnus thynnus), Pacific (T.orientalis) bluefin tuna, live","Imports","Tonnes","","2014","-",NA
"524","Turks and Caicos Is.","Atlantic (Thunnus thynnus)and Pacific (Thunnus orientalis) bluefin tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"525","Turks and Caicos Is.","Bigeye tuna, fresh or chilled","Exports","Tonnes","","2014","1",""
"526","Turks and Caicos Is.","Bigeye tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"527","Turks and Caicos Is.","Bigeye tuna, frozen, nei","Imports","Tonnes","","2014","-",NA
"528","Turks and Caicos Is.","Marlins, fresh or chilled","Imports","Tonnes","","2014","-",NA
"529","Turks and Caicos Is.","Marlins, frozen","Imports","Tonnes","","2014","-",NA
"530","Turks and Caicos Is.","Skipjack prepared or preserved, not minced, nei","Exports","Tonnes","","2014","...",NA
"531","Turks and Caicos Is.","Skipjack tuna, frozen","Imports","Tonnes","","2014","-",NA
"532","Turks and Caicos Is.","Southern bluefin tuna (Thunnus maccoyii), fresh or chilled","Imports","Tonnes","","2014","-",NA
"533","Turks and Caicos Is.","Southern bluefin tuna (Thunnus maccoyii), frozen","Imports","Tonnes","","2014","-",NA
"534","Turks and Caicos Is.","Southern bluefin tuna (Thunnus maccoyii), live","Imports","Tonnes","","2014","-",NA
"535","Turks and Caicos Is.","Tuna loins and fillets, fresh or chilled","Imports","Tonnes","","2014","-",NA
"536","Turks and Caicos Is.","Tuna loins and fillets, frozen","Imports","Tonnes","","2014","5",""
"537","Turks and Caicos Is.","Tuna meat, whether or not minced, frozen","Imports","Tonnes","","2014","...",NA
"538","Turks and Caicos Is.","Tunas nei, frozen","Imports","Tonnes","","2014","0",""
"539","Turks and Caicos Is.","Tunas prepared or preserved, not minced, nei","Imports","Tonnes","","2014","104",""
"540","Turks and Caicos Is.","Tunas, bonitos, billfishes etc, fillets, frozen, nei","Imports","Tonnes","","2014","-",NA
"541","Turks and Caicos Is.","Tunas, bonitos, billfishes fillets, fresh or chilled, nei","Imports","Tonnes","","2014","-",NA
"542","Turks and Caicos Is.","Tunas, bonitos, billfishes, meat, whether or not minced, frozen, nei","Imports","Tonnes","","2014","-",NA
"543","Turks and Caicos Is.","Tunas, fresh or chilled, nei","Imports","Tonnes","","2014","4",""
"544","Turks and Caicos Is.","Yellowfin tuna, fresh or chilled","Exports","Tonnes","","2014","2",""
"545","Turks and Caicos Is.","Yellowfin tuna, fresh or chilled","Imports","Tonnes","","2014","-",NA
"546","Turks and Caicos Is.","Yellowfin tuna, frozen, nei","Imports","Tonnes","","2014","-",NA
"547","Totals - All","","","","","2014","34295",NA
"548","Antigua and Barbuda","Albacore (=Longfin tuna), fresh or chilled","Imports","Tonnes","","2015","1",NA
"549","Antigua and Barbuda","Albacore (=Longfin tuna), frozen, nei","Imports","Tonnes","","2015","0",NA
"550","Antigua and Barbuda","Atlantic (Thunnus thynnus) and Pacific (Thunnus orientalis) bluefin tuna, frozen","Imports","Tonnes","","2015","-",NA
"551","Antigua and Barbuda","Euthynnus other than skipjack prep. or pres. not minced, nei","Imports","Tonnes","","2015","-",NA
"552","Antigua and Barbuda","Skipjack tuna, frozen","Imports","Tonnes","","2015","-",NA
