country,Direct _GDP,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
Guadeloupe,US$ in bn (Nominal prices),0.234442,0.251101,0.204563,0.243526,0.209547,0.218626,0.206058,0.199406,0.196662,0.191004,0.183625,0.183291,0.209269,0.222336,0.18267,0.17891,0.213447,0.200956,0.2148,0.219926,0.189615,0.191194,0.201649,0.218351,0.230349,0.240001,0.248996,0.258305,0.269773,0.282795,0.295029,0.308657,0.321387,0.333891,0.345453
Guadeloupe,US$ billion (real prices),0.251408,0.273938,0.246978,0.293093,0.264316,0.318004,0.302692,0.268668,0.213965,0.184567,0.17458,0.167879,0.171585,0.166334,0.140915,0.162649,0.185914,0.188259,0.19583,0.200365,0.20355,0.205738,0.213347,0.218351,0.228878,0.233521,0.236944,0.240634,0.246155,0.252621,0.257911,0.263997,0.268899,0.273226,0.276427
Haiti,Local currency in bn (Nominal prices),0.862321,1.03353,1.19918,1.4394,1.42216,1.54111,1.47887,1.79048,2.32323,2.38568,2.31919,3.53065,4.07658,7.22171,8.64163,6.35816,8.59839,9.08398,11.1675,12.1781,15.0779,16.4866,15.6562,17.9315,21.9602,25.0124,27.9099,31.4278,35.5718,40.2975,45.9209,52.4876,59.6863,67.7158,76.5152
Haiti,Local currency in bn (Real prices),10.116,10.9878,11.3323,11.8952,10.9959,10.6998,9.20333,10.1521,10.3768,8.75841,7.24957,9.6091,10.273,16.1281,18.607,12.9784,16.3267,16.3802,18.8858,19.7129,22.8317,22.1545,18.188,17.9315,19.4338,19.9054,20.2474,20.7834,21.4439,22.1446,23.0035,23.9681,24.8454,25.6953,26.467
Haiti,Percentage growth,277.13,8.6179,3.13557,4.96754,-7.56017,-2.6933,-13.9858,10.3086,2.21378,-15.5963,-17.2274,32.5471,6.90952,56.9941,15.3702,-30.2501,25.7992,0.327728,15.297,4.37946,15.8211,-2.96605,-17.9038,-1.41019,8.37769,2.42699,1.71782,2.64745,3.1778,3.26793,3.8783,4.19341,3.66008,3.42098,3.00322
Haiti,Percentage of GDP,2.11722,2.21564,2.22045,2.28487,2.05354,1.98648,1.72564,1.90419,1.93993,1.69936,1.38018,1.79096,1.85206,2.88188,3.22593,2.38176,2.83912,2.76899,3.06356,3.10954,3.55909,3.40386,2.76153,2.67384,2.86421,2.91555,2.93473,2.95092,2.95472,2.94993,2.96021,2.97907,2.98271,2.97957,2.96463
Haiti,US$ in bn (Nominal prices),0.06,0.07,0.07,0.09,0.08,0.07,0.06,0.06,0.05,0.06,0.06,0.09,0.110592,0.184663,0.20976,0.159763,0.212186,0.216545,0.256943,0.269331,0.297356,0.260305,0.241722,0.264987,0.279109,0.309107,0.339483,0.375403,0.414985,0.457756,0.506576,0.562328,0.620959,0.684112,0.750534
Haiti,US$ billion (real prices),0.149491,0.162374,0.167465,0.175784,0.162495,0.158118,0.136004,0.150024,0.153345,0.129429,0.107132,0.142,0.151812,0.238336,0.274968,0.19179,0.24127,0.242061,0.279089,0.291312,0.3374,0.327393,0.268777,0.264987,0.287187,0.294157,0.29921,0.307131,0.316891,0.327247,0.339938,0.354193,0.367157,0.379718,0.391121
Jamaica,Local currency in bn (Nominal prices),20.0985,22.0847,22.8894,25.6731,29.159,32.8591,34.1742,36.7153,47.8044,56.5602,59.8899,72.261,77.3032,84.6863,95.9533,96.6298,92.8708,98.8686,115.42,140.288,155.313,169.056,190.712,209.704,229.518,248.937,268.419,290.484,316.469,345.496,378.531,413.477,452.581,491.764,538.245
Jamaica,Local currency in bn (Real prices),152.401,141.479,133.99,137.455,145.934,148.432,143.103,139.114,162.268,170.115,161.596,179.126,172.159,166.1,168.567,154.588,140.472,140.324,151.124,171.648,178.239,185.488,199.862,209.704,218.8,226.011,232.094,239.212,248.201,258.063,269.274,280.127,292.019,302.192,315.004
Jamaica,Percentage growth,-7.21513,-7.16676,-5.29301,2.58569,6.16896,1.71186,-3.59052,-2.7876,16.6439,4.8357,-5.00734,10.8481,-3.88976,-3.51917,1.48521,-8.29281,-9.13123,-0.10556,7.69644,13.5808,3.83997,4.06662,7.74935,4.92455,4.33743,3.29569,2.69147,3.06716,3.75758,3.97346,4.3443,4.03056,4.24503,3.48367,4.23972
Jamaica,Percentage of GDP,8.69507,8.04667,7.69652,7.99357,8.40359,8.48876,8.08047,7.80256,8.77934,9.08363,8.55234,9.21301,8.72859,8.49033,9.00703,8.38301,7.48789,7.52695,8.06603,9.09934,9.36515,9.61394,10.2495,10.5596,10.8109,10.982,11.0576,11.1538,11.3082,11.4944,11.7289,11.938,12.1856,12.3574,12.6332
Jamaica,US$ in bn (Nominal prices),0.571921,0.594962,0.64651,0.70241,0.746832,0.764419,0.742977,0.758332,0.827912,0.924228,0.961613,1.09913,1.11722,1.16397,1.09169,1.10819,1.08124,1.114,1.15142,1.2646,1.32862,1.35142,1.49035,1.6046,1.70421,1.83958,1.95381,2.06196,2.17993,2.30691,2.4474,2.58875,2.74363,2.8865,3.05856
Jamaica,US$ billion (real prices),1.16613,1.08256,1.02526,1.05177,1.11665,1.13577,1.09499,1.06446,1.24163,1.30167,1.23649,1.37063,1.31731,1.27096,1.28983,1.18287,1.07486,1.07372,1.15636,1.31341,1.36384,1.4193,1.52929,1.6046,1.6742,1.72937,1.77592,1.83039,1.89917,1.97463,2.06042,2.14346,2.23445,2.31229,2.41033
Martinique,Local currency in bn (Nominal prices),0.176195,0.170526,0.199453,0.215333,0.220578,0.201249,0.178884,0.171893,0.152516,0.166038,0.175121,0.184986,0.178381,0.173281,0.164301,0.169509,0.213577,0.228471,0.237792,0.254067,0.270665,0.273094,0.283871,0.294669,0.309593,0.326674,0.345013,0.364843,0.38885,0.414878,0.44122,0.471947,0.506477,0.53983,0.576667
Martinique,Local currency in bn (Real prices),0.253493,0.242159,0.280148,0.298715,0.304696,0.275232,0.239741,0.22557,0.196258,0.21029,0.218399,0.223857,0.210793,0.201363,0.182321,0.190363,0.236612,0.243227,0.262851,0.278903,0.285463,0.285374,0.289548,0.294669,0.303522,0.31399,0.325115,0.337061,0.352196,0.368403,0.384114,0.402808,0.423804,0.442857,0.463801
Martinique,Percentage growth,-1.38882,-4.47108,15.6879,6.62727,2.00233,-9.66991,-12.8949,-5.91107,-12.9948,7.15018,3.85592,2.49918,-5.83589,-4.47388,-9.45617,4.41076,24.2953,2.79549,8.06832,6.10672,2.35199,-0.03,1.46278,1.76832,3.00459,3.44864,3.54321,3.67434,4.49043,4.60175,4.26441,4.86684,5.21249,4.49567,4.72932
Martinique,Percentage of GDP,3.92538,3.58433,4.01767,4.1368,4.08302,3.66186,3.02625,2.81638,2.36754,2.4416,2.42887,2.42177,2.26009,2.16548,2.09701,2.09322,2.57601,2.64802,2.87605,3.00955,3.06807,3.10123,3.12562,3.12416,3.17796,3.26139,3.35303,3.44996,3.5774,3.71398,3.81518,3.97089,4.14398,4.29236,4.45204
Martinique,US$ in bn (Nominal prices),0.230551,0.21644,0.226279,0.241335,0.235087,0.185876,0.160214,0.162538,0.17252,0.206535,0.217866,0.232268,0.244467,0.254976,0.229164,0.224731,0.29729,0.293538,0.315816,0.337528,0.300306,0.302271,0.320689,0.348932,0.363771,0.400176,0.431266,0.456054,0.486062,0.518597,0.551525,0.589934,0.633096,0.674788,0.720833
Martinique,US$ billion (real prices),0.300174,0.286753,0.331738,0.353723,0.360806,0.325917,0.28389,0.267109,0.232399,0.249016,0.258618,0.265081,0.249611,0.238444,0.215896,0.225419,0.280185,0.288018,0.311256,0.330263,0.338031,0.337926,0.342869,0.348932,0.359416,0.371811,0.384985,0.399131,0.417054,0.436245,0.454849,0.476986,0.501848,0.52441,0.549211
"Bonaire, Sint Eustatius and Saba",Local currency in bn (Nominal prices),0.570498,0.404086,0.554657,0.615872,0.544107,0.512571,0.51252,0.597557,0.69444,0.722168,0.758623,0.764513,0.776312,0.834978,0.812873,0.779633,0.904714,1.10666,1.21993,1.30232,1.25018,1.22028,1.26917,1.31591,1.3743,1.45644,1.55044,1.62568,1.69924,1.77695,1.87415,1.98092,2.08219,2.19046,2.30396
"Bonaire, Sint Eustatius and Saba",Local currency in bn (Real prices),0.951864,0.652969,0.879344,0.935777,0.81733,0.736476,0.735824,0.851079,0.977353,1.00076,1.00654,0.983567,0.969658,0.975617,0.932994,0.87064,0.987288,1.1704,1.27323,1.33915,1.29178,1.26088,1.29075,1.31591,1.33686,1.3755,1.41751,1.4416,1.46295,1.48529,1.52091,1.56073,1.59274,1.62676,1.66121
"Bonaire, Sint Eustatius and Saba",Percentage growth,7.26106,-31.401,34.6687,6.41761,-12.6577,-9.89243,-0.09,15.6634,14.8369,2.3947,0.57769,-2.28223,-1.41423,0.614586,-4.3688,-6.6833,13.398,18.5472,8.78608,5.17724,-3.53773,-2.39213,2.36888,1.94937,1.59267,2.89025,3.0537,1.69987,1.48047,1.52745,2.39801,2.61841,2.0508,2.13618,2.11767
"Bonaire, Sint Eustatius and Saba",Percentage of GDP,17.3249,11.7218,15.595,17.1292,15.2366,14.0117,13.8047,15.9034,17.9577,18.1697,18.0758,17.379,16.7202,16.4628,15.8276,14.7577,16.633,19.7454,21.6522,23.0355,22.1588,21.8398,22.7438,23.3742,23.0548,23.3936,23.7986,23.8926,23.9351,23.9889,24.2489,24.6207,24.8528,25.1052,25.3596
"Bonaire, Sint Eustatius and Saba",US$ in bn (Nominal prices),0.318714,0.225746,0.309864,0.344063,0.30397,0.286353,0.286324,0.333831,0.387955,0.403446,0.423812,0.427102,0.433694,0.466468,0.454119,0.435549,0.505427,0.618247,0.681527,0.727554,0.698426,0.681718,0.709033,0.735143,0.767764,0.813653,0.86617,0.908201,0.949295,0.992709,1.04701,1.10666,1.16323,1.22372,1.28713
"Bonaire, Sint Eustatius and Saba",US$ billion (real prices),0.531768,0.364787,0.491254,0.522781,0.456609,0.411439,0.411075,0.475463,0.546007,0.559083,0.562312,0.549479,0.541708,0.545037,0.521226,0.486391,0.551557,0.653856,0.711304,0.74813,0.721663,0.7044,0.721087,0.735143,0.746852,0.768438,0.791903,0.805365,0.817288,0.829772,0.84967,0.871917,0.889799,0.908806,0.928052
Puerto Rico,Local currency in bn (Nominal prices),0.878536,1.01105,1.1446,1.31559,1.31065,1.3555,1.5394,1.53748,1.61331,1.82886,2.01003,2.12454,2.01013,2.21531,2.09628,1.94773,2.16401,2.14762,2.22385,2.30065,2.46146,2.51101,2.51373,2.42124,2.55133,2.69133,2.81544,2.93885,3.06073,3.19305,3.33679,3.48935,3.64725,3.81486,3.97576
Puerto Rico,Local currency in bn (Real prices),1.87046,2.07163,2.31446,2.50117,2.45548,2.45846,2.64639,2.57735,2.58992,2.85771,2.94661,2.95231,2.69152,2.78359,2.50902,2.2745,2.46856,2.4213,2.47796,2.53312,2.66189,2.59711,2.55144,2.42124,2.51363,2.61237,2.69246,2.76894,2.84115,2.92018,3.00654,3.09754,3.18986,3.28715,3.37516
Puerto Rico,Percentage growth,-18.6354,10.7546,11.7221,8.06713,-1.82695,0.121201,7.64425,-2.60878,0.487686,10.34,3.11078,0.193253,-8.83335,3.42081,-9.86378,-9.34735,8.53212,-1.91422,2.33992,2.22617,5.08344,-2.43397,-1.75831,-5.10297,3.81575,3.92816,3.06589,2.84044,2.60799,2.78172,2.95711,3.02686,2.98051,3.04981,2.67752
Puerto Rico,Percentage of GDP,2.03147,2.19898,2.34241,2.39868,2.23455,2.16639,2.19348,2.11684,2.12617,2.27691,2.39533,2.43427,2.24535,2.36579,2.17489,1.97978,2.15643,2.11453,2.17067,2.24572,2.38644,2.39066,2.4338,2.41844,2.44948,2.49579,2.54684,2.60615,2.66796,2.73588,2.81032,2.88877,2.96808,3.05164,3.12616
Puerto Rico,US$ in bn (Nominal prices),0.878536,1.01105,1.1446,1.31559,1.31065,1.3555,1.5394,1.53748,1.61331,1.82886,2.01003,2.12454,2.01013,2.21531,2.09628,1.94773,2.16401,2.14762,2.22385,2.30065,2.46146,2.51101,2.51373,2.42124,2.55133,2.69133,2.81544,2.93885,3.06073,3.19305,3.33679,3.48935,3.64725,3.81486,3.97576
Puerto Rico,US$ billion (real prices),1.87046,2.07163,2.31446,2.50117,2.45548,2.45846,2.64639,2.57735,2.58992,2.85771,2.94661,2.95231,2.69152,2.78359,2.50902,2.2745,2.46856,2.4213,2.47796,2.53312,2.66189,2.59711,2.55144,2.42124,2.51363,2.61237,2.69246,2.76894,2.84115,2.92018,3.00654,3.09754,3.18986,3.28715,3.37516
Saint Kitts and Nevis,Local currency in bn (Nominal prices),0.207858,0.209101,0.230664,0.227403,0.216656,0.171403,0.185026,0.177221,0.242532,0.337899,0.402487,0.441236,0.411494,0.358546,0.275483,0.292764,0.357998,0.362877,0.389188,0.418965,0.389187,0.408399,0.441105,0.523333,0.551936,0.580777,0.609154,0.64206,0.686085,0.737243,0.795856,0.867658,0.941307,1.01483,1.09489
Saint Kitts and Nevis,Local currency in bn (Real prices),0.351952,0.352536,0.372781,0.363401,0.3368,0.263144,0.273224,0.256207,0.350479,0.468481,0.561599,0.535146,0.47026,0.39726,0.302449,0.322302,0.37774,0.390312,0.415679,0.437318,0.411262,0.42971,0.447986,0.523333,0.540531,0.557023,0.572166,0.590613,0.618736,0.651835,0.689861,0.737353,0.784257,0.828932,0.87679
Saint Kitts and Nevis,Percentage growth,-20.5502,0.165764,5.74269,-2.51613,-7.32001,-21.8692,3.83043,-6.22808,36.795,33.6686,19.8767,-4.71024,-12.1249,-15.5234,-23.8661,6.5639,17.2008,3.32816,6.49927,5.20557,-5.95811,4.48579,4.2531,16.8191,3.28615,3.05102,2.71867,3.22401,4.7616,5.34952,5.83367,6.8843,6.36109,5.69649,5.77352
Saint Kitts and Nevis,Percentage of GDP,25.6872,24.297,23.9383,23.0996,20.5965,15.1115,14.8775,13.5997,19.3016,24.902,27.4444,25.6863,22.6118,17.9709,14.108,15.38,17.6032,18.299,18.2885,18.3034,16.412,16.6245,16.8841,19.0569,19.082,19.0915,19.0764,19.1737,19.5777,20.122,20.7764,21.682,22.5207,23.2684,24.0585
Saint Kitts and Nevis,US$ in bn (Nominal prices),0.08,0.08,0.09,0.08,0.08,0.06,0.07,0.07,0.09,0.125148,0.149069,0.163421,0.152405,0.132795,0.102031,0.108431,0.132592,0.134399,0.144144,0.155172,0.144143,0.151259,0.163372,0.193827,0.204421,0.215103,0.225612,0.2378,0.254106,0.273053,0.294762,0.321355,0.348632,0.375862,0.405514
Saint Kitts and Nevis,US$ billion (real prices),0.130353,0.130569,0.138067,0.134593,0.124741,0.1,0.101194,0.09,0.129807,0.173511,0.208,0.198202,0.17417,0.147133,0.112018,0.119371,0.139904,0.14456,0.153955,0.16197,0.152319,0.159152,0.165921,0.193827,0.200197,0.206305,0.211913,0.218746,0.229161,0.24142,0.255504,0.273094,0.290465,0.307012,0.324737
Saint Lucia,Local currency in bn (Nominal prices),0.621955,0.605779,0.669019,0.744845,0.682474,0.715584,0.601928,0.556957,0.74975,0.872714,1.02669,0.792591,0.812375,0.831299,0.769674,0.791571,0.843876,0.890415,0.952525,1.00084,1.07525,1.02289,1.04296,1.06998,1.15654,1.2606,1.35081,1.44128,1.53487,1.63243,1.73351,1.85158,1.96289,2.08435,2.21407
Saint Lucia,Local currency in bn (Real prices),1.07071,1.0489,1.13287,1.22213,1.08776,1.12438,0.965146,0.888437,1.15392,1.322,1.44703,1.06838,1.00887,1.04293,0.967538,0.931149,0.969747,0.99673,1.03541,1.0383,1.10125,1.09513,1.0717,1.06998,1.13609,1.21166,1.27042,1.32633,1.38206,1.43827,1.49446,1.5619,1.62015,1.68338,1.74966
Saint Lucia,Percentage growth,7.48222,-2.03706,8.00523,7.87949,-10.9946,3.36598,-14.1618,-7.94791,29.8816,14.5665,9.45748,-26.1671,-5.57075,3.37651,-7.22903,-3.76093,4.14517,2.7824,3.8805,0.278999,6.06357,-0.556412,-2.13939,-0.160423,6.179,6.65126,4.85005,4.40078,4.20155,4.06759,3.9067,4.51234,3.72965,3.90276,3.93727
Saint Lucia,Percentage of GDP,17.1636,15.9978,16.8006,16.9432,15.5934,15.8053,14.9281,14.4054,16.4815,17.0013,17.7678,14.5625,14.1504,14.1524,13.2571,12.9374,13.353,13.8331,14.311,14.6416,14.9298,15.6785,15.822,15.4944,15.9727,16.2854,16.4777,16.5719,16.6802,16.7909,16.9436,17.1804,17.3587,17.5476,17.7128
Saint Lucia,US$ in bn (Nominal prices),0.230354,0.224362,0.247785,0.275868,0.252768,0.265031,0.222936,0.20628,0.277685,0.323227,0.380257,0.293552,0.30088,0.307889,0.285065,0.293174,0.312547,0.329783,0.352787,0.370681,0.398241,0.378849,0.386283,0.396288,0.428349,0.466888,0.5003,0.533806,0.568469,0.604604,0.642042,0.685772,0.726995,0.771982,0.820025
Saint Lucia,US$ billion (real prices),0.396561,0.388482,0.419581,0.452642,0.402876,0.416437,0.357462,0.329051,0.427377,0.48963,0.535937,0.395698,0.373655,0.386271,0.358347,0.34487,0.359166,0.369159,0.383484,0.384554,0.407872,0.405602,0.396925,0.396288,0.420775,0.448762,0.470527,0.491234,0.511873,0.532694,0.553505,0.578481,0.600056,0.623475,0.648023
Saint Vincent and the Grenadines,Local currency in bn (Nominal prices),0.13133,0.141499,0.163105,0.169049,0.191898,0.18752,0.203833,0.213896,0.218731,0.230272,0.252357,0.276188,0.271112,0.23489,0.211809,0.208114,0.216575,0.218121,0.221504,0.220253,0.263535,0.274587,0.271099,0.298448,0.310685,0.327359,0.346629,0.366132,0.38978,0.415557,0.441927,0.472384,0.505756,0.539752,0.57267
Saint Vincent and the Grenadines,Local currency in bn (Real prices),0.196378,0.204067,0.231243,0.23591,0.265287,0.260735,0.265497,0.275793,0.291156,0.294689,0.313706,0.333295,0.30179,0.261417,0.237793,0.22372,0.233587,0.232718,0.231224,0.231265,0.269031,0.281789,0.274882,0.298448,0.305818,0.316572,0.32884,0.34052,0.355384,0.371425,0.387204,0.405719,0.425793,0.445418,0.463216
Saint Vincent and the Grenadines,Percentage growth,23.4997,3.91537,13.3173,2.01842,12.4524,-1.71571,1.82614,3.87819,5.57048,1.21343,6.45336,6.24421,-9.45267,-13.3777,-9.03682,-5.91816,4.41019,-0.371933,-0.641998,0.02,16.3304,4.7422,-2.45132,8.57303,2.46948,3.51643,3.87556,3.55172,4.36499,4.51367,4.24849,4.78146,4.94792,4.60912,3.99573
Saint Vincent and the Grenadines,Percentage of GDP,15.3922,15.8096,17.3704,16.7579,18.1904,17.5267,17.5551,17.1517,16.8141,16.3391,16.9712,16.7436,15.4045,12.5097,11.6232,11.3148,11.8636,11.6585,11.3752,11.2379,12.8964,13.2613,12.8963,13.6654,13.7993,14.0888,14.368,14.5282,14.7191,14.9156,15.0785,15.3233,15.5991,15.8308,15.974
Saint Vincent and the Grenadines,US$ in bn (Nominal prices),0.05,0.05,0.06,0.06,0.07,0.07,0.08,0.08,0.08,0.09,0.09,0.102292,0.100412,0.09,0.08,0.08,0.08,0.08,0.08,0.08,0.1,0.101699,0.100407,0.110536,0.115068,0.121244,0.128381,0.135604,0.144363,0.15391,0.163677,0.174957,0.187317,0.199908,0.2121
Saint Vincent and the Grenadines,US$ billion (real prices),0.07,0.08,0.09,0.09,0.1,0.1,0.1,0.102146,0.107836,0.109144,0.116188,0.123443,0.111774,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.1,0.104366,0.101808,0.110536,0.113266,0.117249,0.121793,0.126119,0.131624,0.137565,0.143409,0.150266,0.157701,0.16497,0.171562
Trinidad and Tobago,Local currency in bn (Nominal prices),1.08499,1.22627,1.75559,2.07971,1.65208,0.694353,2.67914,1.8078,3.09878,2.90997,2.33731,2.4153,3.29327,2.83086,3.15379,3.87626,4.17401,5.12845,4.72558,4.77454,4.65913,4.68456,5.08837,5.26198,5.72158,6.10113,6.53147,6.99564,7.5492,8.15622,8.82804,9.55004,10.3312,11.1615,12.0438
Trinidad and Tobago,Local currency in bn (Real prices),2.41884,2.68183,3.98678,4.8136,3.66454,1.37463,5.16009,3.67234,5.69778,4.91405,3.48303,3.54766,4.27855,2.97095,4.57364,4.99428,4.63965,5.69757,5.20582,5.07568,5.24611,5.30829,5.35088,5.26198,5.44349,5.52246,5.62464,5.73155,5.88446,6.04862,6.22864,6.41055,6.59785,6.78162,6.96206
Trinidad and Tobago,Percentage growth,-15.7818,10.7477,48.8221,21.422,-24.0696,-62.5968,275.389,-28.8333,56.1055,-14.2808,-29.4678,-3.74806,27.8125,-30.664,53.9457,9.19692,-7.10084,22.8017,-8.63089,-2.49992,3.35791,1.18527,0.802246,-1.66151,3.44938,1.45069,1.8503,1.90074,2.66781,2.7896,2.97623,2.92051,2.92176,2.78532,2.66069
Trinidad and Tobago,Percentage of GDP,3.42301,3.54545,4.89418,5.46357,3.85199,1.35164,4.87054,3.21158,4.35411,3.47865,2.32148,2.08304,2.40468,1.61499,2.6004,2.74824,2.56061,3.10433,2.7737,2.7321,2.81883,2.91844,3.03697,2.93191,2.95835,2.93823,2.93392,2.93106,2.95026,2.9731,3.00155,3.02864,3.05601,3.07966,3.10009
Trinidad and Tobago,US$ in bn (Nominal prices),0.182419,0.204204,0.280818,0.330201,0.262281,0.110218,0.429817,0.289308,0.492252,0.461974,0.371025,0.382634,0.520429,0.450101,0.498631,0.607993,0.651242,0.797632,0.73349,0.744963,0.730569,0.702439,0.750552,0.779567,0.900856,0.991836,1.08191,1.17221,1.27321,1.37346,1.46458,1.54532,1.6297,1.71639,1.80524
Trinidad and Tobago,US$ billion (real prices),0.360075,0.398775,0.593466,0.720598,0.547153,0.204652,0.768242,0.546733,0.853481,0.731596,0.516011,0.49667,0.634807,0.44015,0.677591,0.739909,0.687369,0.844101,0.771248,0.751967,0.777217,0.78643,0.792739,0.779567,0.806457,0.818157,0.833295,0.849134,0.871787,0.896106,0.922776,0.949726,0.977475,1.0047,1.03143
"Virgin Islands, British",Local currency in bn (Nominal prices),0.1,0.121311,0.102604,0.118073,0.137945,0.156001,0.16892,0.16889,0.203448,0.186473,0.206134,0.211811,0.221899,0.251167,0.219532,0.249237,0.251373,0.274107,0.283031,0.315393,0.326173,0.339085,0.253883,0.230288,0.254674,0.274537,0.291043,0.305348,0.321132,0.337123,0.353415,0.370575,0.386878,0.403406,0.420604
"Virgin Islands, British",Local currency in bn (Real prices),0.150034,0.176709,0.142075,0.156714,0.179162,0.198058,0.208619,0.20231,0.242736,0.214751,0.235044,0.220351,0.21307,0.24364,0.236768,0.263107,0.269116,0.275982,0.29148,0.314819,0.320668,0.32874,0.26023,0.230288,0.248462,0.261309,0.270262,0.27663,0.283834,0.2907,0.297316,0.304148,0.309784,0.31514,0.320561
"Virgin Islands, British",Percentage growth,-4.72453,17.7796,-19.5996,10.304,14.3243,10.5468,5.33254,-3.02448,19.9822,-11.5288,9.44946,-6.2511,-3.30415,14.3471,-2.82063,11.1247,2.28374,2.55128,5.61576,8.00693,1.85784,2.51733,-20.8401,-11.5062,7.89197,5.17042,3.42643,2.35632,2.60421,2.41888,2.27583,2.29803,1.85305,1.72889,1.72028
"Virgin Islands, British",Percentage of GDP,25.2346,27.5685,20.0564,20.0463,20.9145,21.1955,21.2792,21.9249,29.1562,25.5055,24.1762,22.9433,22.3955,25.835,25.5713,28.4468,29.2975,31.4741,31.539,33.6377,34.1716,34.9126,28.5279,24.4804,25.7872,26.6475,27.1614,27.2897,27.4447,27.4725,27.5923,27.5842,27.4704,27.473,27.3476
"Virgin Islands, British",US$ in bn (Nominal prices),0.1,0.121311,0.102604,0.118073,0.137945,0.156001,0.16892,0.16889,0.203448,0.186473,0.206134,0.211811,0.221899,0.251167,0.219532,0.249237,0.251373,0.274107,0.283031,0.315393,0.326173,0.339085,0.253883,0.230288,0.254674,0.274537,0.291043,0.305348,0.321132,0.337123,0.353415,0.370575,0.386878,0.403406,0.420604
"Virgin Islands, British",US$ billion (real prices),0.150034,0.176709,0.142075,0.156714,0.179162,0.198058,0.208619,0.20231,0.242736,0.214751,0.235044,0.220351,0.21307,0.24364,0.236768,0.263107,0.269116,0.275982,0.29148,0.314819,0.320668,0.32874,0.26023,0.230288,0.248462,0.261309,0.270262,0.27663,0.283834,0.2907,0.297316,0.304148,0.309784,0.31514,0.320561
"Virgin Islands, U.S.",Local currency in bn (Nominal prices),0.332512,0.163473,0.277619,0.320684,0.28164,0.205469,0.29097,0.382562,0.405619,0.418418,0.515069,0.552038,0.577983,0.628183,0.609278,0.62788,0.956387,1.15732,1.19307,1.13429,1.11649,1.161,1.00264,0.928367,0.983199,1.05431,1.11594,1.1817,1.2583,1.34331,1.42406,1.51326,1.59794,1.69467,1.80142
"Virgin Islands, U.S.",Local currency in bn (Real prices),0.507126,0.24243,0.402271,0.457556,0.393158,0.277499,0.382114,0.635402,0.617499,0.58294,0.615862,0.67652,0.693025,0.85924,0.786732,0.792441,1.13472,1.20792,1.27684,1.24872,1.18662,1.20954,1.0257,0.928367,0.961094,1.00744,1.04235,1.07896,1.12307,1.17198,1.2145,1.26156,1.30221,1.34999,1.40276
"Virgin Islands, U.S.",Percentage growth,-4.48378,-52.1954,65.9329,13.7433,-14.0744,-29.4179,37.6994,66.2858,-2.81747,-5.59665,5.64754,9.84927,2.43975,23.984,-8.43861,0.725601,43.1933,6.45112,5.7052,-2.20247,-4.97246,1.93109,-15.199,-9.48963,3.5252,4.82182,3.46577,3.51202,4.08787,4.3559,3.62774,3.87465,3.22202,3.66923,3.90901
"Virgin Islands, U.S.",Percentage of GDP,18.5295,8.77003,15.3942,16.6702,14.5408,8.79161,11.7317,11.7027,11.7468,11.0139,11.6033,12.2566,12.0338,14.7808,14.4963,14.4706,22.5616,28.2618,31.7138,31.3166,29.7017,29.9846,25.8329,23.2715,23.3456,23.9447,24.3517,24.8505,25.5092,26.2529,26.8296,27.4844,27.9783,28.6167,29.3615
"Virgin Islands, U.S.",US$ in bn (Nominal prices),0.332512,0.163473,0.277619,0.320684,0.28164,0.205469,0.29097,0.382562,0.405619,0.418418,0.515069,0.552038,0.577983,0.628183,0.609278,0.62788,0.956387,1.15732,1.19307,1.13429,1.11649,1.161,1.00264,0.928367,0.983199,1.05431,1.11594,1.1817,1.2583,1.34331,1.42406,1.51326,1.59794,1.69467,1.80142
"Virgin Islands, U.S.",US$ billion (real prices),0.507126,0.24243,0.402271,0.457556,0.393158,0.277499,0.382114,0.635402,0.617499,0.58294,0.615862,0.67652,0.693025,0.85924,0.786732,0.792441,1.13472,1.20792,1.27684,1.24872,1.18662,1.20954,1.0257,0.928367,0.961094,1.00744,1.04235,1.07896,1.12307,1.17198,1.2145,1.26156,1.30221,1.34999,1.40276
